0.100000	0.000058	-0.000720	-0.003184	0.819362	0.000005	-0.000068	-0.000299	0.077080	0.000000	-0.000001	-0.000115	-0.005282	-0.000000	-0.000000	-0.000000	0.000001	0.000024	0.000061	419.717978	0.000001	-0.000006	0.000459	-0.008750	-0.030923	8.062715	0.000043	-0.000826	-0.002831	0.754859	-0.000000	0.000002	-0.000121	-0.006238	-0.000000	-0.000000	0.000000	0.000046	0.002032	0.000617	8390.922587	0.000017	-0.000181
0.200000	0.000035	-0.001086	-0.003581	0.882227	0.000000	-0.000067	-0.000168	0.041995	0.000000	-0.000001	-0.000131	-0.006098	0.000000	0.000000	-0.000000	0.000002	0.000055	0.000124	1677.941920	0.000004	-0.000043	-0.000411	-0.002038	0.000641	-0.970085	-0.000067	0.000285	0.001935	-0.545824	-0.000000	0.000001	-0.000044	-0.003405	0.000000	0.000000	-0.000001	-0.000006	-0.001124	0.000626	16765.818621	0.000044	-0.000553
0.300000	-0.000016	-0.001178	-0.003172	0.712564	-0.000004	-0.000056	-0.000102	0.020964	0.000000	-0.000001	-0.000124	-0.005912	0.000000	0.000000	-0.000000	-0.000000	-0.000092	0.000187	3825.092110	0.000009	-0.000118	-0.000546	-0.000414	0.004414	-1.731944	-0.000032	0.000083	0.000427	-0.125046	-0.000000	0.000000	0.000174	0.006595	0.000000	-0.000000	0.000000	-0.000055	-0.002564	0.000636	25126.682163	0.000057	-0.000905
0.400000	-0.000071	-0.001182	-0.002768	0.562215	-0.000006	-0.000046	-0.000063	0.010215	0.000000	-0.000001	-0.000094	-0.004643	0.000000	0.000000	-0.000000	-0.000005	-0.000318	0.000251	6865.357079	0.000015	-0.000229	-0.000547	0.000153	0.003815	-1.376597	-0.000027	0.000104	0.000379	-0.097969	0.000000	-0.000001	0.000302	0.012824	0.000000	-0.000000	0.000000	-0.000035	-0.001791	0.000647	33473.811175	0.000067	-0.001216
0.500000	-0.000125	-0.001142	-0.002420	0.443147	-0.000009	-0.000035	-0.000028	0.001796	0.000000	-0.000001	-0.000065	-0.003367	0.000000	-0.000000	-0.000000	-0.000009	-0.000529	0.000316	10747.796024	0.000022	-0.000368	-0.000529	0.000530	0.003298	-1.103492	-0.000022	0.000116	0.000338	-0.077685	0.000000	-0.000002	0.000425	0.020224	0.000000	-0.000000	0.000000	-0.000040	-0.002195	0.000658	41807.737378	0.000073	-0.001494
0.600000	-0.000175	-0.001074	-0.002125	0.349680	-0.000011	-0.000023	0.000003	-0.004715	0.000000	-0.000001	-0.000041	-0.002254	0.000000	-0.000000	0.000000	-0.000011	-0.000637	0.000383	15495.931836	0.000030	-0.000535	-0.000495	0.000742	0.002792	-0.866505	-0.000017	0.000118	0.000298	-0.060044	0.000000	-0.000001	0.000228	0.010570	0.000000	-0.000000	0.000000	-0.000019	-0.001175	0.000671	50127.804749	0.000076	-0.001744
0.700000	-0.000222	-0.000991	-0.001876	0.276245	-0.000012	-0.000011	0.000031	-0.009736	0.000000	-0.000001	-0.000029	-0.001660	0.000000	-0.000000	0.000000	-0.000011	-0.000687	0.000451	21104.826613	0.000038	-0.000726	-0.000455	0.000853	0.002379	-0.686064	-0.000011	0.000115	0.000266	-0.046619	0.000000	-0.000000	0.000049	0.002164	0.000000	-0.000000	0.000000	-0.000001	-0.000344	0.000685	58433.775686	0.000076	-0.001972
0.800000	-0.000264	-0.000902	-0.001665	0.218316	-0.000013	-0.000000	0.000055	-0.013604	0.000000	-0.000001	-0.000019	-0.001185	0.000000	-0.000000	0.000000	-0.000011	-0.000709	0.000521	27562.350004	0.000045	-0.000939	-0.000413	0.000896	0.002028	-0.544657	-0.000006	0.000110	0.000238	-0.036108	0.000000	-0.000000	0.000036	0.001569	0.000000	-0.000000	0.000000	0.000003	-0.000137	0.000700	66725.512265	0.000074	-0.002180
0.900000	-0.000303	-0.000812	-0.001481	0.171646	-0.000013	0.000014	0.000100	-0.020397	0.000000	-0.000001	-0.000012	-0.000872	0.000000	-0.000000	0.000000	-0.000012	-0.000843	0.000592	34848.413335	0.000052	-0.001171	-0.000372	0.000907	0.001802	-0.445749	-0.000007	0.000173	0.000639	-0.100587	0.000000	-0.000000	0.000028	0.001301	0.000000	-0.000000	0.000000	-0.000032	-0.002529	0.000717	75002.968297	0.000069	-0.002372
1.000000	-0.000337	-0.000722	-0.001313	0.132397	-0.000014	0.000040	0.000200	-0.036398	0.000000	-0.000001	-0.000008	-0.000625	0.000000	-0.000000	0.000000	-0.000018	-0.001304	0.000665	42875.390896	0.000058	-0.001420	-0.000329	0.000875	0.001483	-0.342614	0.000001	0.000223	0.000672	-0.099642	0.000000	-0.000000	0.000016	0.000733	0.000000	-0.000000	0.000000	-0.000017	-0.001956	0.000735	83267.200065	0.000057	-0.002551
1.100000	-0.000367	-0.000643	-0.001215	0.108548	-0.000013	0.000058	0.000244	-0.041390	0.000000	-0.000001	-0.000007	-0.000625	0.000000	-0.000000	0.000000	-0.000019	-0.001406	0.000740	51751.670055	0.000063	-0.001686	-0.000279	0.000702	0.000460	-0.146119	0.000016	0.000157	0.000232	-0.014267	0.000000	-0.000001	0.000092	0.005941	0.000000	-0.000000	0.000001	-0.000016	-0.001474	0.000755	91515.974027	0.000040	-0.002720
1.200000	-0.000391	-0.000594	-0.001270	0.111103	-0.000010	0.000066	0.000223	-0.035561	0.000000	-0.000001	-0.000016	-0.001301	0.000000	-0.000000	0.000000	-0.000015	-0.001180	0.000817	61451.790590	0.000066	-0.001969	-0.000229	0.000363	-0.001175	0.124197	0.000031	0.000016	-0.000523	0.106083	-0.000000	0.000006	-0.000366	-0.024841	-0.000000	0.000000	-0.000001	0.000118	0.007156	0.000777	99749.355479	0.000023	-0.002888
1.300000	-0.000419	-0.000557	-0.001401	0.123610	-0.000006	0.000060	0.000140	-0.020198	0.000000	-0.000001	-0.000004	-0.000490	0.000000	-0.000000	0.000000	-0.000006	-0.000551	0.000917	74807.115834	0.000067	-0.002350	-0.000202	0.000135	-0.001616	0.183853	0.000034	-0.000084	-0.000707	0.123529	-0.000000	0.000001	-0.000094	-0.006677	-0.000000	0.000000	0.000000	0.000039	0.003155	0.000809	110155.576170	0.000006	-0.003108
1.400000	-0.000439	-0.000550	-0.001531	0.135730	-0.000003	0.000050	0.000080	-0.010301	0.000000	-0.000001	-0.000005	-0.000580	0.000000	-0.000000	0.000000	-0.000003	-0.000242	0.001001	86584.827821	0.000067	-0.002678	-0.000199	0.000070	-0.001272	0.115945	0.000029	-0.000107	-0.000588	0.096779	0.000000	-0.000000	0.000020	0.001383	-0.000000	0.000000	-0.000000	0.000039	0.003154	0.000837	118347.952372	-0.000001	-0.003295
