0.100000	0.000015	-0.000155	-0.001402	-0.002210	0.000002	-0.000018	-0.000155	-0.000142	0.000000	-0.000001	-0.000001	0.000012	0.000000	-0.000000	0.000000	0.000000	-0.000001	0.000002	-0.000013	0.000578	-0.005281	-0.021105	0.078129	0.000067	-0.000602	-0.001998	0.011336	0.000000	-0.000000	0.000001	-0.000050	-0.000000	0.000002	-0.000007	0.000006	-0.000103	0.000039	-0.000354
0.200000	0.000098	-0.000938	-0.002726	0.004770	0.000010	-0.000092	-0.000214	0.000678	0.000000	-0.000001	-0.000001	0.000011	0.000000	0.000000	-0.000000	0.000000	-0.000010	0.000008	-0.000077	0.000967	-0.009548	-0.005183	0.050640	0.000073	-0.000742	0.000743	0.003742	0.000000	-0.000000	-0.000003	0.000015	0.000000	0.000000	-0.000001	0.000006	-0.000106	0.000079	-0.000922
0.300000	0.000171	-0.001770	-0.002742	0.006209	0.000012	-0.000131	-0.000095	0.000493	0.000000	-0.000001	-0.000001	0.000012	0.000000	0.000000	-0.000000	0.000000	-0.000005	0.000016	-0.000195	0.000491	-0.007045	0.003691	-0.011925	-0.000019	-0.000056	0.001443	-0.005610	0.000000	-0.000001	-0.000001	0.000010	-0.000000	0.000000	-0.000001	-0.000013	0.000203	0.000088	-0.001421
0.400000	0.000192	-0.002293	-0.002338	0.004683	0.000008	-0.000113	0.000014	0.000014	0.000000	-0.000001	-0.000001	0.000013	0.000000	0.000000	-0.000000	-0.000001	0.000007	0.000024	-0.000358	-0.000090	-0.003271	0.004215	-0.018157	-0.000078	0.000437	0.000667	-0.003774	0.000000	-0.000001	0.000000	0.000008	-0.000000	0.000000	-0.000001	0.000000	0.000025	0.000082	-0.001843
0.500000	0.000166	-0.002500	-0.001926	0.002985	0.000000	-0.000068	0.000055	-0.000257	0.000000	-0.000001	-0.000001	0.000014	0.000000	0.000000	-0.000000	-0.000001	0.000008	0.000032	-0.000560	-0.000493	-0.000398	0.003018	-0.010396	-0.000080	0.000522	-0.000099	-0.000266	0.000000	-0.000000	-0.000000	0.000006	-0.000000	-0.000000	0.000002	0.000006	-0.000082	0.000073	-0.002202
0.600000	0.000110	-0.002479	-0.001587	0.001687	-0.000007	-0.000025	0.000046	-0.000303	0.000000	-0.000001	-0.000001	0.000014	-0.000000	-0.000000	-0.000000	-0.000000	0.000005	0.000040	-0.000796	-0.000714	0.001411	0.001823	-0.002950	-0.000051	0.000358	-0.000515	0.002134	0.000000	-0.000000	-0.000000	0.000006	0.000000	-0.000000	0.000003	0.000006	-0.000097	0.000068	-0.002509
0.700000	0.000035	-0.002305	-0.001360	0.001048	-0.000010	0.000003	0.000009	-0.000161	0.000000	-0.000001	-0.000001	0.000015	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000047	-0.001061	-0.000771	0.002174	0.001495	-0.001521	-0.000012	0.000094	-0.000439	0.002339	0.000000	-0.000000	0.000000	0.000004	0.000000	-0.000000	0.000001	0.000003	-0.000044	0.000067	-0.002774
0.800000	-0.000040	-0.002087	-0.001173	0.000600	-0.000013	0.000020	-0.000008	-0.000032	0.000000	-0.000001	-0.000001	0.000015	0.000000	-0.000000	0.000000	0.000000	-0.000002	0.000053	-0.001348	-0.000774	0.002578	0.001296	-0.001045	0.000010	-0.000052	-0.000188	0.001897	0.000000	-0.000000	0.000001	-0.000002	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000064	-0.003009
0.900000	-0.000111	-0.001856	-0.001005	0.000212	-0.000015	0.000041	0.000009	0.000023	0.000000	-0.000001	-0.000001	0.000015	0.000000	-0.000000	0.000000	0.000000	-0.000003	0.000057	-0.001656	-0.000755	0.002828	0.001035	0.000038	0.000016	-0.000052	0.000097	0.001393	-0.000000	-0.000000	0.000001	-0.000003	0.000000	0.000000	-0.000002	-0.000002	0.000025	0.000051	-0.003217
1.000000	-0.000180	-0.001597	-0.000880	0.000037	-0.000015	0.000054	0.000052	0.000050	0.000000	-0.000001	-0.000001	0.000014	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000061	-0.001985	-0.000689	0.002755	0.001016	-0.000548	0.000003	0.000084	0.000547	0.000181	-0.000000	0.000000	0.000001	-0.000004	0.000000	0.000000	-0.000002	-0.000003	0.000041	0.000034	-0.003396
