1.0204e+05,1.0247e+05,1.0122e+05,0.0014323,-0.0099116,0.066435
1.026e+05,1.0247e+05,1.0092e+05,-0.00026818,-0.0095515,0.066562
1.0201e+05,1.0266e+05,1.0148e+05,-0.00051441,-0.010029,0.067355
1.0204e+05,1.0302e+05,1.0082e+05,0.0017777,-0.010376,0.066977
1.0243e+05,1.0316e+05,1.0148e+05,0.0029205,-0.010325,0.06586
1.0207e+05,1.025e+05,1.0085e+05,0.00087308,-0.0097704,0.066111
1.0227e+05,1.025e+05,1.0158e+05,-5.1091e-05,-0.0099134,0.067044
1.022e+05,1.024e+05,1.0089e+05,0.0022113,-0.010188,0.066749
1.0204e+05,1.0302e+05,1.0115e+05,0.0029802,-0.010177,0.065982
1.0256e+05,1.0319e+05,1.0135e+05,0.00053949,-0.010265,0.066317
1.0207e+05,1.0243e+05,1.0082e+05,-0.0010168,-0.01034,0.067333
1.0201e+05,1.025e+05,1.0145e+05,0.00087334,-0.010757,0.066975
1.026e+05,1.0243e+05,1.0085e+05,0.001559,-0.010085,0.065959
1.0201e+05,1.0302e+05,1.0164e+05,-0.00073148,-0.010023,0.06643
1.021e+05,1.0322e+05,1.0158e+05,-0.0015841,-0.010448,0.067268
1.024e+05,1.0243e+05,1.0108e+05,0.00093306,-0.011291,0.066803
1.0201e+05,1.0243e+05,1.0108e+05,0.0022324,-0.011434,0.065617
1.023e+05,1.0247e+05,1.0145e+05,-0.00039805,-0.011048,0.066431
1.022e+05,1.0247e+05,1.0076e+05,-0.0012934,-0.010675,0.067388
1.0201e+05,1.0302e+05,1.0154e+05,0.00063667,-0.010627,0.067054
1.025e+05,1.0316e+05,1.0079e+05,0.0019757,-0.010671,0.066057
1.0207e+05,1.0263e+05,1.0151e+05,-5.8507e-05,-0.01035,0.066729
1.021e+05,1.025e+05,1.0079e+05,-0.0016937,-0.010772,0.067868
1.025e+05,1.0247e+05,1.0158e+05,-0.00072949,-0.010859,0.067866
1.0197e+05,1.0293e+05,1.0115e+05,-8.9425e-05,-0.0099444,0.067043
1.0224e+05,1.0312e+05,1.0108e+05,-0.0017755,-0.0093429,0.06739
1.0237e+05,1.027e+05,1.0148e+05,-0.002721,-0.0098474,0.068136
1.0319e+05,1.0253e+05,1.0079e+05,-0.00092994,-0.010074,0.067445
1.0207e+05,1.0243e+05,1.0154e+05,-2.9293e-05,-0.010084,0.066629
1.022e+05,1.0279e+05,1.0082e+05,-0.0010665,-0.0099909,0.067052
1.0214e+05,1.0312e+05,1.0151e+05,-0.0022888,-0.0097097,0.067873
1.0207e+05,1.0276e+05,1.0085e+05,-0.0012535,-0.0095684,0.067433
1.026e+05,1.0253e+05,1.0128e+05,-0.00015784,-0.0091843,0.066651
1.0204e+05,1.0247e+05,1.0128e+05,-0.0006358,-0.0089894,0.06688
1.0201e+05,1.0276e+05,1.0089e+05,-0.0016813,-0.0092544,0.067835
1.0256e+05,1.0309e+05,1.0148e+05,-0.00157,-0.0099812,0.067454
1.021e+05,1.0283e+05,1.0082e+05,-0.0007996,-0.0093232,0.06688
1.0214e+05,1.025e+05,1.0164e+05,-0.0012577,-0.0094569,0.067107
1.025e+05,1.0243e+05,1.0079e+05,-0.0023054,-0.009446,0.067769
1.0197e+05,1.0266e+05,1.0154e+05,-0.0023553,-0.0097494,0.067474
1.0224e+05,1.0306e+05,1.0105e+05,-0.0011226,-0.0099693,0.066817
1.0224e+05,1.0286e+05,1.0105e+05,-0.0003864,-0.0099567,0.066868
1.0204e+05,1.0247e+05,1.0131e+05,-0.00023537,-0.010389,0.067061
1.0256e+05,1.025e+05,1.0079e+05,-0.00030529,-0.010788,0.066801
1.0197e+05,1.0273e+05,1.0148e+05,0.00056906,-0.010816,0.066101
1.0201e+05,1.0299e+05,1.0082e+05,0.001566,-0.010722,0.066199
1.025e+05,1.0312e+05,1.0158e+05,0.0016341,-0.010868,0.06642
1.0201e+05,1.025e+05,1.0076e+05,0.0011333,-0.010762,0.06635
1.0217e+05,1.025e+05,1.0158e+05,0.0020115,-0.01127,0.0658
1.0233e+05,1.0263e+05,1.0112e+05,0.0039771,-0.010781,0.06548
1.0204e+05,1.0309e+05,1.0105e+05,0.0030957,-0.010688,0.065894
1.0237e+05,1.0326e+05,1.0141e+05,0.00154,-0.010693,0.065872
1.0214e+05,1.0247e+05,1.0079e+05,0.0015953,-0.010791,0.065769
1.0207e+05,1.0243e+05,1.0151e+05,0.0027986,-0.010726,0.065883
1.0253e+05,1.0247e+05,1.0161e+05,0.0021835,-0.010299,0.066408
1.0197e+05,1.0306e+05,1.0076e+05,0.00017569,-0.010119,0.066525
1.0204e+05,1.0322e+05,1.0135e+05,0.00027832,-0.010441,0.066321
1.025e+05,1.025e+05,1.0122e+05,0.0019192,-0.010174,0.066447
1.0201e+05,1.0247e+05,1.0092e+05,0.0014404,-0.0093773,0.066487
1.0224e+05,1.025e+05,1.0148e+05,-0.0017205,-0.0092465,0.067031
1.023e+05,1.0247e+05,1.0076e+05,-0.0015447,-0.010001,0.067029
1.0197e+05,1.0302e+05,1.0151e+05,0.00089972,-0.010282,0.066728
1.0263e+05,1.0319e+05,1.0076e+05,0.00042189,-0.0096963,0.066673
1.0207e+05,1.0256e+05,1.0164e+05,-0.0028671,-0.0098668,0.067036
1.021e+05,1.0247e+05,1.0095e+05,-0.0024925,-0.010469,0.066817
1.0253e+05,1.0243e+05,1.0112e+05,0.00049242,-0.010602,0.066563
1.0197e+05,1.0293e+05,1.0135e+05,0.00051595,-0.010136,0.066317
1.0197e+05,1.0319e+05,1.0079e+05,-0.0028173,-0.010076,0.066613
1.0217e+05,1.0266e+05,1.0151e+05,-0.0027482,-0.010798,0.066959
