0.100000	0.000013	-0.000114	-0.000022	0.000564	-0.000005	0.000048	0.000014	-0.000325	-0.000000	0.000001	-0.000000	0.000007	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000051	-0.000608	0.000642	-0.012414	-0.000055	0.000525	0.000008	-0.000604	0.000001	-0.000004	0.000001	-0.000020	0.000000	0.000000	-0.000000	0.000000	0.000000
0.200000	0.000013	-0.000138	-0.000002	0.000140	-0.000014	0.000132	0.000028	-0.000682	-0.000000	0.000001	-0.000000	0.000007	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000026	-0.000030	0.000062	-0.001664	-0.000106	0.001089	0.000107	-0.003022	0.000001	-0.000006	0.000002	-0.000034	0.000000	0.000000	-0.000000	0.000000	0.000000
0.300000	0.000014	-0.000176	-0.000020	0.000505	-0.000016	0.000175	0.000004	-0.000204	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000061	-0.000811	-0.000388	0.008454	0.000051	-0.000111	-0.000577	0.012036	0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	0.000000	0.000001	-0.000009
0.400000	0.000015	-0.000215	-0.000013	0.000380	-0.000014	0.000191	0.000004	-0.000180	-0.000000	0.000001	-0.000000	0.000007	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000018	-0.000232	0.000365	-0.007175	0.000022	0.000165	0.000299	-0.005819	-0.000000	0.000000	-0.000000	0.000001	0.000000	0.000000	-0.000000	-0.000002	0.000021
0.500000	0.000011	-0.000227	-0.000003	0.000170	-0.000010	0.000196	0.000004	-0.000164	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000052	0.000020	-0.000009	-0.000089	0.000048	-0.000042	-0.000135	0.002761	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000004	-0.000043
0.600000	0.000006	-0.000221	-0.000000	0.000108	-0.000004	0.000179	-0.000004	0.000002	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	0.000000	-0.000001	-0.000064	0.000123	-0.000014	0.000087	0.000076	-0.000297	-0.000078	0.001887	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000001
0.700000	-0.000001	-0.000203	0.000001	0.000058	0.000004	0.000145	-0.000009	0.000135	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000068	0.000192	-0.000005	-0.000016	0.000090	-0.000473	-0.000039	0.001197	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000001	0.000011
0.800000	-0.000009	-0.000179	0.000002	0.000012	0.000013	0.000096	-0.000012	0.000231	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000070	0.000248	0.000018	-0.000466	0.000091	-0.000564	-0.000009	0.000584	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000001	0.000011
0.900000	-0.000016	-0.000140	0.000005	-0.000068	0.000021	0.000041	-0.000015	0.000318	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000072	0.000338	0.000022	-0.000568	0.000089	-0.000644	-0.000012	0.000628	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000001	-0.000004
1.000000	-0.000025	-0.000077	0.000010	-0.000210	0.000028	-0.000016	-0.000017	0.000403	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000080	0.000509	0.000035	-0.000910	0.000085	-0.000712	-0.000009	0.000576	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000012
1.100000	-0.000035	0.000001	0.000017	-0.000389	0.000035	-0.000080	-0.000019	0.000469	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000090	0.000729	0.000057	-0.001511	0.000074	-0.000739	-0.000006	0.000499	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000011
1.200000	-0.000045	0.000089	0.000024	-0.000595	0.000041	-0.000148	-0.000020	0.000518	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000102	0.000987	0.000087	-0.002321	0.000058	-0.000727	-0.000003	0.000397	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000004
1.300000	-0.000049	0.000088	0.000023	-0.000564	0.000044	-0.000159	-0.000021	0.000546	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000095	0.000926	0.000074	-0.001938	0.000059	-0.000760	0.000002	0.000305	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000002	-0.000018
1.400000	-0.000052	0.000082	0.000021	-0.000522	0.000047	-0.000166	-0.000021	0.000555	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000087	0.000853	0.000060	-0.001564	0.000058	-0.000765	0.000007	0.000193	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000003	-0.000030
1.500000	-0.000055	0.000073	0.000018	-0.000469	0.000049	-0.000168	-0.000020	0.000546	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000079	0.000766	0.000047	-0.001198	0.000055	-0.000744	0.000013	0.000063	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000004	-0.000038
1.600000	-0.000057	0.000061	0.000016	-0.000407	0.000051	-0.000165	-0.000019	0.000519	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000069	0.000666	0.000034	-0.000842	0.000050	-0.000695	0.000018	-0.000088	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000005	-0.000044
1.700000	-0.000059	0.000045	0.000013	-0.000335	0.000051	-0.000157	-0.000017	0.000473	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000058	0.000552	0.000021	-0.000494	0.000042	-0.000620	0.000025	-0.000257	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000005	-0.000047
1.800000	-0.000060	0.000025	0.000010	-0.000252	0.000051	-0.000145	-0.000015	0.000408	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000047	0.000425	0.000008	-0.000155	0.000032	-0.000517	0.000031	-0.000446	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000005	-0.000046
1.900000	-0.000061	0.000002	0.000006	-0.000159	0.000049	-0.000128	-0.000011	0.000324	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000035	0.000285	-0.000004	0.000176	0.000020	-0.000388	0.000037	-0.000655	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000005	-0.000043
2.000000	-0.000060	-0.000024	0.000002	-0.000056	0.000047	-0.000107	-0.000007	0.000222	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000022	0.000132	-0.000017	0.000497	0.000005	-0.000231	0.000044	-0.000883	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000004	-0.000037
2.100000	-0.000060	-0.000054	-0.000002	0.000058	0.000044	-0.000081	-0.000003	0.000102	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	-0.000000	-0.000000	0.000001	-0.000008	-0.000035	-0.000029	0.000810	-0.000012	-0.000047	0.000051	-0.001130	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000003	-0.000029
2.200000	-0.000058	-0.000088	-0.000007	0.000181	0.000040	-0.000050	0.000003	-0.000037	-0.000000	0.000001	-0.000000	0.000007	-0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000007	-0.000215	-0.000041	0.001114	-0.000031	0.000164	0.000059	-0.001397	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000002	-0.000017
2.300000	-0.000059	-0.000179	-0.000014	0.000390	0.000033	-0.000111	0.000004	-0.000035	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	-0.000000	0.000001	0.000019	-0.000469	-0.000055	0.001505	-0.000055	0.000249	0.000059	-0.001451	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000003
2.400000	-0.000081	-0.000741	-0.000043	0.001270	0.000000	-0.001013	-0.000041	0.001351	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000000	-0.000001	0.000007	-0.000007	-0.001260	-0.000095	0.002724	-0.000102	-0.000974	-0.000005	0.000509	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000001	0.000006
2.500000	-0.000106	-0.001393	-0.000076	0.002282	-0.000038	-0.002066	-0.000093	0.002977	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000001	-0.000001	0.000014	-0.000038	-0.002162	-0.000138	0.004087	-0.000154	-0.002416	-0.000081	0.002821	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000001	-0.000002	0.000015
2.600000	-0.000135	-0.002134	-0.000112	0.003425	-0.000081	-0.003269	-0.000154	0.004840	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000001	-0.000002	0.000022	-0.000075	-0.003173	-0.000187	0.005595	-0.000212	-0.004075	-0.000169	0.005488	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000001	-0.000003	0.000027
2.700000	-0.000168	-0.002965	-0.000153	0.004700	-0.000130	-0.004623	-0.000222	0.006943	-0.000000	0.000001	-0.000000	0.000007	-0.000000	-0.000000	0.000001	-0.000003	0.000031	-0.000119	-0.004293	-0.000239	0.007247	-0.000277	-0.005953	-0.000267	0.008507	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000002	-0.000004	0.000040
