-1.990000	0.000002	0.000002	-0.000000	0.069706	-0.037052	0.000002	0.000002	0.000006	-0.003052	0.000003	-0.000047	1.867361	0.682952	0.000003	-0.000002	-0.011113	-2.642950	-0.000011	0.000102	0.000002	0.000002	0.000002	0.000002	0.000002	0.000011	0.000008	-0.000222	6.937006	-3.772637	0.000001	0.000002	-0.002324	-0.558201	0.000148	-0.004856	178.950893	-109.024363	0.000107	-0.000462	-3.444165	-452.752075	-0.001123	0.008747	-0.000002	-0.000005	0.000009	-0.000002	0.000044
-1.980000	0.000002	0.000002	-0.000002	0.138690	-0.073395	0.000002	0.000002	-0.000049	-0.011417	0.000005	-0.000092	3.518663	-1.248802	0.000004	-0.000006	-0.070738	-8.387415	-0.000021	0.000173	0.000002	0.000002	0.000002	0.000002	0.000003	0.000008	0.000013	-0.000206	6.838770	-3.546940	0.000000	0.000004	-0.007733	-1.053061	0.000131	-0.004022	150.849104	-249.990302	0.000073	-0.000460	-7.727452	-632.105774	-0.000852	0.005917	-0.000002	-0.000005	0.000008	-0.000002	0.000044
-1.970000	0.000002	0.000002	-0.000005	0.207084	-0.106637	0.000002	0.000002	-0.000159	-0.025333	0.000006	-0.000129	4.920343	-4.662471	0.000005	-0.000011	-0.175350	-15.240350	-0.000028	0.000215	0.000002	0.000002	0.000002	0.000002	0.000003	0.000003	0.000020	-0.000202	6.850739	-3.195094	-0.000000	0.000007	-0.012706	-1.571742	0.000127	-0.003478	135.679247	-389.166238	0.000051	-0.000501	-11.907645	-708.138934	-0.000633	0.003718	-0.000002	-0.000005	0.000009	-0.000002	0.000045
-1.960000	0.000002	0.000002	-0.000006	0.277597	-0.133993	0.000002	0.000002	-0.000326	-0.045817	0.000007	-0.000163	6.324231	-10.083434	0.000005	-0.000017	-0.339223	-23.243546	-0.000033	0.000240	0.000002	0.000002	0.000002	0.000002	0.000004	-0.000001	0.000022	-0.000195	7.078770	-2.578509	-0.000000	0.000011	-0.017888	-2.195858	0.000155	-0.003408	138.398372	-580.238145	0.000047	-0.000621	-17.628094	-806.886860	-0.000515	0.001922	-0.000002	-0.000006	0.000012	-0.000002	0.000051
-1.950000	0.000002	0.000002	-0.000007	0.344695	-0.156573	0.000002	0.000002	-0.000513	-0.070525	0.000008	-0.000187	7.309121	-15.006198	0.000006	-0.000022	-0.506277	-29.146791	-0.000037	0.000243	0.000002	0.000002	0.000002	0.000002	0.000004	0.000002	0.000022	-0.000168	6.526576	-2.352236	-0.000001	0.000010	-0.018495	-2.547495	0.000066	-0.001985	72.045034	-379.469923	0.000009	-0.000315	-14.496790	-431.553884	-0.000221	0.000116	-0.000002	-0.000005	0.000008	-0.000002	0.000045
-1.940000	0.000002	0.000003	-0.000008	0.409138	-0.178149	0.000002	0.000002	-0.000704	-0.098565	0.000009	-0.000203	7.915747	-18.481587	0.000006	-0.000025	-0.649707	-32.775856	-0.000038	0.000241	0.000002	0.000002	0.000003	0.000002	0.000005	0.000000	0.000008	-0.000098	6.388888	-2.007394	-0.000001	0.000011	-0.019597	-3.005340	0.000037	-0.001424	53.124111	-324.616697	-0.000003	-0.000221	-14.223256	-316.419915	-0.000132	-0.000293	-0.000002	-0.000005	0.000008	-0.000002	0.000045
-1.930000	0.000002	0.000003	-0.000008	0.472280	-0.196489	0.000002	0.000003	-0.000903	-0.131168	0.000009	-0.000215	8.361294	-21.395430	0.000005	-0.000025	-0.788277	-35.397240	-0.000038	0.000243	0.000002	0.000002	0.000003	0.000002	0.000005	0.000005	0.000013	-0.000104	6.287290	-1.692742	-0.000001	0.000011	-0.020149	-3.464500	0.000035	-0.001156	40.728629	-279.410506	0.000010	-0.000208	-13.880228	-237.236910	-0.000124	-0.000602	-0.000002	-0.000005	0.000008	-0.000002	0.000045
-1.920000	0.000002	0.000003	-0.000009	0.534475	-0.211660	0.000002	0.000003	-0.001105	-0.168697	0.000009	-0.000225	8.700899	-23.882950	0.000005	-0.000027	-0.922975	-37.332283	-0.000039	0.000236	0.000002	0.000002	0.000003	0.000002	0.000006	0.000003	0.000007	-0.000069	6.186344	-1.423333	-0.000001	0.000011	-0.020191	-3.910337	0.000020	-0.000817	30.831041	-234.443454	0.000005	-0.000157	-13.285561	-173.167229	-0.000082	-0.000675	-0.000002	-0.000004	0.000008	-0.000002	0.000045
-1.910000	0.000002	0.000003	-0.000010	0.595617	-0.224130	0.000002	0.000003	-0.001305	-0.211154	0.000009	-0.000231	8.951800	-25.933210	0.000005	-0.000028	-1.051047	-38.692340	-0.000040	0.000229	0.000002	0.000002	0.000003	0.000002	0.000006	0.000002	0.000003	-0.000049	6.084986	-1.206815	-0.000001	0.000010	-0.019881	-4.337220	0.000014	-0.000606	22.911053	-192.474649	0.000000	-0.000110	-12.541867	-122.175142	-0.000049	-0.000664	-0.000002	-0.000004	0.000007	-0.000002	0.000045
-1.900000	0.000002	0.000003	-0.000010	0.655748	-0.235014	0.000002	0.000003	-0.001500	-0.257245	0.000009	-0.000236	9.135470	-27.595555	0.000005	-0.000029	-1.171048	-39.624264	-0.000040	0.000223	0.000002	0.000002	0.000003	0.000002	0.000007	0.000002	0.000008	-0.000060	5.977788	-1.031809	-0.000001	0.000010	-0.019321	-4.742840	0.000014	-0.000446	16.368169	-154.560845	0.000003	-0.000092	-11.755955	-80.428749	-0.000031	-0.000690	-0.000002	-0.000004	0.000007	-0.000002	0.000045
