0.010000	-0.528187	-23.872342	0.613215	-47.348877	0.907827	-24.741392	0.000002	-0.000001	0.000002	-0.000006	0.000002	-0.000002	-0.005831	0.268933	-0.008132	0.563910	0.002465	0.233625	0.000002	0.000004	-0.000131	-0.000003	0.000621	-0.000006	0.000425	0.000002	0.000002	0.000002	0.000002	0.000001	0.000003	0.000002	-18.727120	-902.569659	26.496009	-1606.124298	27.715798	-702.505249	-0.000031	-0.000495	-0.000006	-0.001114	0.000003	-0.000592	-0.421632	21.642174	-0.510511	39.552327	0.118410	6.389789	-0.000021	0.000060	-0.003564	-0.000236	0.026058	-0.000359	0.017433	-0.000019	0.000056	-0.000031	-0.000012	-0.000089	0.000057	0.000034
0.020000	-0.662988	-30.612685	0.825810	-58.581681	1.086554	-28.993615	0.000001	-0.000003	0.000002	-0.000009	0.000002	-0.000004	-0.009546	0.406235	-0.010965	0.868052	0.002437	0.292939	0.000002	0.000004	-0.000141	-0.000005	0.000797	-0.000008	0.000519	0.000002	0.000003	0.000001	0.000002	0.000000	0.000004	0.000003	-9.288657	-477.128943	15.882372	-756.690913	11.116400	-246.619256	-0.000015	0.000128	-0.000019	0.000190	-0.000020	0.000101	-0.294072	8.106834	-0.135824	21.791052	-0.059075	4.814026	-0.000017	0.000031	0.001565	-0.000140	0.009525	-0.000071	0.000283	-0.000017	0.000055	-0.000066	-0.000011	0.000048	0.000026	0.000046
0.030000	-0.741068	-34.749175	0.971550	-64.767367	1.168408	-30.625508	0.000001	-0.000001	0.000002	-0.000005	0.000002	-0.000002	-0.012354	0.441145	-0.011115	1.043939	0.001154	0.357913	0.000001	0.000004	-0.000093	-0.000006	0.000800	-0.000007	0.000393	0.000001	0.000003	0.000000	0.000002	0.000002	0.000004	0.000003	-6.908407	-367.427059	13.159515	-546.043661	6.958795	-133.573418	-0.000009	0.000326	-0.000023	0.000617	-0.000027	0.000315	-0.265091	2.264731	0.014962	15.965948	-0.139490	6.482798	-0.000014	0.000026	0.005088	-0.000111	-0.000620	0.000150	-0.013635	-0.000016	0.000044	-0.000095	-0.000012	0.000206	0.000011	0.000051
0.040000	-0.808130	-38.339635	1.102953	-70.045449	1.232365	-31.790170	0.000001	-0.000001	0.000001	-0.000010	0.000002	-0.000005	-0.015142	0.450755	-0.010549	1.202437	-0.000564	0.432197	0.000001	0.000005	-0.000041	-0.000007	0.000789	-0.000005	0.000252	0.000001	0.000003	-0.000001	0.000001	0.000005	0.000004	0.000004	-6.681489	-357.637291	13.170516	-526.670673	6.287855	-113.091661	-0.000020	-0.000158	-0.000014	-0.000668	0.000003	-0.000507	-0.287725	0.548233	0.071078	16.133814	-0.184927	7.862218	-0.000013	0.000028	0.005187	-0.000111	-0.000963	0.000160	-0.013873	-0.000014	0.000030	-0.000096	-0.000010	0.000211	-0.000001	0.000053
0.050000	-0.901610	-43.501345	1.305121	-77.193132	1.303494	-32.746927	0.000001	-0.000001	0.000001	-0.000011	0.000001	-0.000007	-0.019754	0.409553	-0.007834	1.415350	-0.004516	0.582400	0.000001	0.000005	0.000073	-0.000009	0.000704	-0.000001	-0.000057	0.000001	0.000004	-0.000003	0.000001	0.000009	0.000004	0.000005	-4.094718	-234.377596	9.735104	-300.940418	2.301058	-11.679308	-0.000008	0.000156	-0.000015	0.000337	-0.000018	0.000181	-0.224135	-4.113074	0.199507	8.258867	-0.234698	8.413042	-0.000010	0.000013	0.007162	-0.000078	-0.007583	0.000269	-0.019316	-0.000012	0.000018	-0.000113	-0.000011	0.000249	-0.000010	0.000065
0.060000	-0.942570	-45.826397	1.402965	-80.243346	1.326054	-32.856179	0.000001	0.000000	0.000001	-0.000008	0.000001	-0.000005	-0.022100	0.364190	-0.005634	1.502135	-0.007015	0.671576	0.000001	0.000005	0.000144	-0.000010	0.000634	0.000001	-0.000245	0.000001	0.000004	-0.000004	0.000001	0.000012	0.000004	0.000006	-4.095977	-232.340069	9.788768	-305.350768	2.251500	-10.838354	-0.000007	0.000131	-0.000013	0.000298	-0.000016	0.000160	-0.235514	-4.575460	0.221833	8.712500	-0.251172	8.963335	-0.000009	0.000018	0.006989	-0.000087	-0.006949	0.000263	-0.018649	-0.000010	0.000010	-0.000119	-0.000010	0.000256	-0.000014	0.000066
0.070000	-0.983674	-48.135180	1.501243	-83.352499	1.348628	-32.973274	0.000001	0.000001	0.000001	-0.000005	0.000001	-0.000004	-0.024552	0.316466	-0.003264	1.594846	-0.009636	0.764242	0.000001	0.000005	0.000212	-0.000011	0.000570	0.000004	-0.000426	0.000001	0.000004	-0.000005	0.000001	0.000014	0.000003	0.000006	-4.112024	-230.656806	9.833395	-311.668461	2.256924	-11.793435	-0.000006	0.000112	-0.000012	0.000271	-0.000015	0.000148	-0.246647	-4.809761	0.239386	9.344494	-0.263885	9.319311	-0.000008	0.000023	0.006810	-0.000096	-0.006414	0.000260	-0.018194	-0.000009	0.000004	-0.000127	-0.000009	0.000273	-0.000017	0.000071
0.080000	-1.024985	-50.431051	1.599932	-86.525929	1.371479	-33.106134	0.000001	0.000002	0.000001	-0.000003	0.000001	-0.000002	-0.027101	0.268276	-0.000767	1.694372	-0.012345	0.858462	0.000001	0.000006	0.000273	-0.000012	0.000527	0.000006	-0.000588	0.000001	0.000004	-0.000006	0.000001	0.000017	0.000003	0.000007	-4.136623	-229.169594	9.881148	-319.188144	2.290539	-13.671353	-0.000006	0.000095	-0.000010	0.000249	-0.000014	0.000138	-0.257830	-4.853789	0.253973	10.143952	-0.273887	9.489589	-0.000008	0.000033	0.006028	-0.000113	-0.003801	0.000222	-0.015757	-0.000008	-0.000001	-0.000135	-0.000009	0.000287	-0.000019	0.000076
0.090000	-1.066476	-52.711798	1.699052	-89.763067	1.394576	-33.254446	0.000001	0.000003	0.000001	-0.000001	0.000001	-0.000001	-0.029744	0.220983	0.001843	1.801713	-0.015123	0.952710	0.000001	0.000006	0.000322	-0.000013	0.000528	0.000008	-0.000709	0.000001	0.000004	-0.000008	0.000001	0.000020	0.000003	0.000008	-4.158651	-227.495434	9.930527	-326.634823	2.322375	-15.548100	-0.000005	0.000081	-0.000009	0.000230	-0.000012	0.000128	-0.268663	-4.754934	0.266773	11.040364	-0.281846	9.500276	-0.000007	0.000048	0.004582	-0.000136	0.001024	0.000145	-0.011259	-0.000008	-0.000006	-0.000137	-0.000008	0.000284	-0.000020	0.000072
0.100000	-1.108145	-54.975470	1.798649	-93.068748	1.417938	-33.419642	0.000001	0.000004	0.000001	0.000002	0.000001	0.000000	-0.032485	0.175558	0.004561	1.918194	-0.017962	1.045972	0.000001	0.000007	0.000372	-0.000015	0.000591	0.000008	-0.000769	0.000001	0.000004	-0.000009	0.000001	0.000023	0.000003	0.000008	-4.176473	-225.606481	9.981379	-333.825950	2.348606	-17.297509	-0.000005	0.000068	-0.000008	0.000213	-0.000011	0.000119	-0.279030	-4.521752	0.277885	12.026921	-0.287788	9.356108	-0.000007	0.000058	0.003633	-0.000168	0.008089	0.000033	-0.004442	-0.000007	-0.000009	-0.000142	-0.000007	0.000280	-0.000021	0.000066
0.110000	-1.149966	-57.219662	1.898792	-96.447616	1.441608	-33.604009	0.000001	0.000005	0.000001	0.000004	0.000001	0.000002	-0.035323	0.134515	0.007359	2.046414	-0.020824	1.135474	0.000001	0.000007	0.000489	-0.000017	0.000758	0.000007	-0.000711	0.000001	0.000004	-0.000011	0.000001	0.000027	0.000003	0.000010	-4.193075	-223.739417	10.033911	-341.069787	2.378317	-19.155038	-0.000004	0.000058	-0.000007	0.000198	-0.000010	0.000111	-0.288881	-4.183465	0.287186	13.110156	-0.291761	9.091998	-0.000007	0.000032	0.007942	-0.000227	0.016878	-0.000101	0.005170	-0.000006	-0.000011	-0.000189	-0.000007	0.000364	-0.000024	0.000096
0.120000	-1.191951	-59.445982	1.999436	-99.896258	1.465560	-33.806142	0.000001	0.000005	0.000000	0.000006	0.000000	0.000003	-0.038256	0.096483	0.010250	2.184863	-0.023730	1.222713	0.000001	0.000006	0.000640	-0.000020	0.001006	0.000005	-0.000566	0.000001	0.000004	-0.000014	0.000001	0.000032	0.000002	0.000011	-4.207636	-221.799691	10.088077	-348.285505	2.408677	-21.055108	-0.000004	0.000050	-0.000006	0.000186	-0.000010	0.000104	-0.298270	-3.724930	0.294701	14.289206	-0.293737	8.691442	-0.000008	-0.000014	0.015109	-0.000304	0.027607	-0.000262	0.017296	-0.000005	-0.000013	-0.000259	-0.000006	0.000492	-0.000027	0.000144
0.130000	-1.216878	-60.757487	2.066212	-102.002176	1.473199	-33.693380	0.000001	0.000005	0.000000	0.000005	0.000000	0.000003	-0.040105	0.064866	0.012566	2.267696	-0.025759	1.275307	0.000000	0.000006	0.000815	-0.000024	0.001326	0.000002	-0.000348	0.000000	0.000004	-0.000017	0.000001	0.000037	0.000002	0.000013	-1.521153	-78.924089	4.697405	-134.277717	-0.124193	27.984436	-0.000006	-0.000083	-0.000003	-0.000149	-0.000003	-0.000058	-0.118795	-2.770825	0.191939	4.992132	-0.147291	3.183039	-0.000008	-0.000026	0.017237	-0.000331	0.031948	-0.000324	0.021567	-0.000005	-0.000013	-0.000287	-0.000006	0.000545	-0.000030	0.000163
0.140000	-1.232438	-61.531081	2.113584	-103.451618	1.473127	-33.458145	0.000000	0.000004	0.000000	0.000004	0.000000	0.000002	-0.041295	0.042437	0.014439	2.328358	-0.027125	1.300085	0.000000	0.000006	0.000987	-0.000027	0.001643	-0.000001	-0.000155	0.000000	0.000003	-0.000020	0.000001	0.000043	0.000002	0.000015	-1.547507	-77.965086	4.720206	-141.732219	-0.036817	24.738511	-0.000006	-0.000081	-0.000002	-0.000146	-0.000003	-0.000056	-0.119035	-2.415178	0.188355	5.722434	-0.139978	2.713244	-0.000007	-0.000020	0.017142	-0.000332	0.031500	-0.000300	0.019882	-0.000004	-0.000014	-0.000301	-0.000005	0.000570	-0.000030	0.000178
