0.100000	0.000021	-0.000203	-0.001576	0.022097	0.000008	-0.000079	-0.000642	0.009114	-0.000000	0.000000	-0.000012	0.000584	-0.000000	0.000000	-0.000000	-0.000002	0.000101	0.014998	3.576901	0.000001	-0.000003	0.000320	-0.003375	-0.009002	0.092778	0.000149	-0.001534	-0.007484	0.098957	0.000000	-0.000000	-0.000010	0.000419	-0.000000	0.000002	-0.000012	-0.000166	0.007940	-0.000044	36.109831	0.000037	-0.000094
0.200000	0.000042	-0.000476	-0.001501	0.019060	0.000026	-0.000279	-0.001263	0.016928	-0.000000	0.000000	-0.000013	0.000585	-0.000000	0.000000	-0.000000	-0.000008	0.000379	0.014994	7.198855	0.000009	-0.000020	0.000116	-0.002122	0.002299	-0.041901	0.000187	-0.002326	-0.004576	0.051884	-0.000000	0.000000	0.000003	-0.000141	-0.000000	0.000001	-0.000007	-0.000123	0.005764	-0.000014	36.329300	0.000135	-0.000236
0.300000	0.000050	-0.000675	-0.001540	0.018598	0.000037	-0.000463	-0.001187	0.014459	-0.000000	0.000000	-0.000012	0.000581	0.000000	-0.000000	0.000000	0.000003	-0.000152	0.014995	10.842790	0.000029	-0.000051	0.000036	-0.001827	-0.001946	0.017066	0.000026	-0.001275	0.006059	-0.099821	0.000000	-0.000000	-0.000001	0.000031	0.000000	-0.000001	0.000009	0.000164	-0.007789	0.000019	36.549394	0.000251	-0.000385
0.400000	0.000049	-0.000834	-0.001551	0.017622	0.000030	-0.000510	-0.000582	0.005318	-0.000000	0.000000	-0.000012	0.000581	0.000000	-0.000000	0.000000	0.000006	-0.000297	0.014996	14.508746	0.000058	-0.000098	-0.000060	-0.001305	0.001182	-0.027706	-0.000148	0.000215	0.005780	-0.082003	0.000000	-0.000000	0.000000	-0.000013	-0.000000	0.000001	-0.000004	-0.000037	0.001601	0.000013	36.769708	0.000330	-0.000547
0.500000	0.000038	-0.000928	-0.001382	0.014371	0.000013	-0.000462	-0.000207	0.000107	-0.000000	0.000000	-0.000012	0.000582	0.000000	-0.000000	0.000000	0.000008	-0.000361	0.014996	18.196717	0.000093	-0.000160	-0.000160	-0.000599	0.002367	-0.040280	-0.000204	0.000835	0.002196	-0.027890	0.000000	-0.000000	-0.000000	0.000025	0.000000	-0.000000	0.000002	0.000035	-0.001637	-0.000014	36.989746	0.000378	-0.000703
0.600000	0.000018	-0.000955	-0.001146	0.010514	-0.000008	-0.000355	0.000105	-0.004036	-0.000000	0.000000	-0.000012	0.000574	-0.000000	0.000000	-0.000001	-0.000004	0.000188	0.014996	21.906698	0.000132	-0.000237	-0.000239	0.000057	0.002554	-0.039695	-0.000235	0.001355	0.003143	-0.040924	-0.000000	0.000000	0.000002	-0.000110	-0.000000	0.000002	-0.000013	-0.000181	0.008616	0.000010	37.209857	0.000399	-0.000847
0.700000	-0.000007	-0.000933	-0.000965	0.007713	-0.000032	-0.000201	0.000443	-0.008253	-0.000000	0.000000	-0.000012	0.000583	0.000000	-0.000000	0.000001	0.000016	-0.000757	0.014997	25.638696	0.000171	-0.000329	-0.000273	0.000419	0.001380	-0.020575	-0.000240	0.001744	0.003304	-0.039231	0.000000	-0.000000	-0.000005	0.000223	0.000000	-0.000005	0.000032	0.000490	-0.023387	0.000009	37.430084	0.000387	-0.000979
0.800000	-0.000035	-0.000878	-0.000804	0.005335	-0.000052	-0.000048	0.000552	-0.008999	-0.000000	0.000000	-0.000013	0.000584	0.000000	-0.000000	0.000002	0.000033	-0.001565	0.014998	29.392713	0.000208	-0.000432	-0.000293	0.000721	0.001626	-0.023419	-0.000173	0.001470	-0.000300	0.013078	-0.000000	0.000000	0.000001	-0.000073	0.000000	-0.000000	0.000002	0.000050	-0.001978	0.000001	37.650256	0.000358	-0.001099
0.900000	-0.000064	-0.000801	-0.000669	0.003490	-0.000064	0.000063	0.000431	-0.006648	-0.000000	0.000000	-0.000012	0.000579	-0.000000	0.000000	-0.000001	-0.000009	0.000456	0.014997	33.168735	0.000242	-0.000547	-0.000289	0.000858	0.001184	-0.015320	-0.000080	0.000868	-0.002331	0.038297	-0.000000	0.000000	0.000002	-0.000067	-0.000000	0.000007	-0.000043	-0.000670	0.031627	-0.000005	37.870237	0.000331	-0.001207
1.000000	-0.000092	-0.000715	-0.000572	0.002255	-0.000066	0.000097	0.000092	-0.001501	-0.000000	0.000000	-0.000012	0.000584	0.000000	0.000000	-0.000000	-0.000000	0.000030	0.014997	36.966761	0.000275	-0.000673	-0.000272	0.000898	0.000818	-0.009852	0.000032	-0.000070	-0.004429	0.064535	0.000000	-0.000000	-0.000002	0.000086	0.000000	-0.000004	0.000025	0.000295	-0.014008	0.000000	38.090292	0.000323	-0.001306
1.100000	-0.000118	-0.000622	-0.000460	0.000852	-0.000059	0.000044	-0.000355	0.004710	-0.000000	0.000000	-0.000012	0.000584	-0.000000	0.000000	-0.000001	-0.000016	0.000746	0.014997	40.786790	0.000309	-0.000808	-0.000258	0.000975	0.001265	-0.015890	0.000115	-0.000958	-0.004771	0.063968	-0.000000	0.000000	0.000001	-0.000030	-0.000000	0.000002	-0.000015	-0.000277	0.013053	-0.000005	38.310283	0.000349	-0.001395
1.200000	-0.000142	-0.000530	-0.000392	0.000166	-0.000047	-0.000065	-0.000670	0.008628	-0.000000	0.000000	-0.000012	0.000583	-0.000000	0.000000	-0.000002	-0.000032	0.001511	0.014997	44.628820	0.000347	-0.000951	-0.000225	0.000879	0.000207	0.000283	0.000126	-0.001294	-0.002115	0.022550	-0.000000	-0.000000	-0.000000	0.000006	-0.000000	0.000001	-0.000005	-0.000107	0.005033	0.000002	38.530314	0.000404	-0.001475
