-4.9	-0	0	-0	1.933211	1.189322	-0	0	0.022186	-3.086598	-0	0	-3.984256	47.67342	-0	0	1.092213	-13.061335	-0	0	0	0	-0	0	-0	-6e-06	9.2e-05	-0.000302	17.368989	-37.054955	0	-0	-0.281496	-36.081637	-8.2e-05	0.001022	11.470553	-103.307994	0	-0	6.940861	-93.227299	-0.00012	0.001101	-0	0	-1e-06	1e-06	-4e-06
-4.8	-0	0	-0	3.578913	-1.997209	0	0	-0.008923	-7.969767	0	-0	-1.897366	28.888402	-0	0	1.121383	-17.270266	0	0	0	0	-0	0	-0	0	-7e-06	3.3e-05	7.775041	-16.454991	0	-0	-0.19073	-29.095657	-4e-05	0.00033	17.581344	-156.451695	0	-0	-6.19425	27.942612	-1.3e-05	8.9e-05	-0	0	-0	0	-2e-06
-4.7	0	-0	1e-06	4.135376	-3.24062	0	-0	-0.023877	-10.190492	-0	2e-06	0.114863	11.889833	0	-0	0.008883	-11.049843	0	-0	-0	0	-0	-0	0	2e-06	-3.4e-05	0.000121	3.695169	-8.196785	0	-0	-0.095141	-16.056306	-2.5e-05	0.000129	21.363812	-166.703328	0	-0	-15.037041	79.03311	1.3e-05	-0.000156	0	-0	1e-06	-0	4e-06
-4.6	-0	0	-0	4.433597	-3.873351	-0	0	-0.030213	-11.573064	0	-0	1.843703	-0.035815	-0	-0	-1.377834	-6.551817	0	-0	-0	0	-0	0	-0	-0	4e-06	-1.1e-05	2.745728	-6.029612	0	-0	-0.057355	-13.166478	-5e-06	5.3e-05	12.471831	-76.788405	-0	0	-11.403743	10.200602	-6e-06	5e-05	0	-0	2e-06	-1e-06	7e-06
-4.5	0	-0	0	4.702591	-4.515753	-0	0	-0.036825	-12.868913	0	-0	2.760589	-5.959484	-0	0	-2.310188	-6.776064	0	-0	0	-0	0	-0	0	0	-3e-06	6e-06	2.568768	-6.573433	-0	0	-0.071802	-12.446522	1.3e-05	-0.000113	6.6951	-47.905063	-0	0	-7.689619	-7.84907	5e-06	-2.6e-05	0	-1e-06	3e-06	-1e-06	9e-06
-4.4	-0	0	-0	4.936038	-5.144776	0	-0	-0.043973	-14.009415	0	-0	3.275592	-10.109767	-0	0	-2.963397	-7.574573	0	-0	0	-0	0	-0	0	0	-0	0	2.106195	-5.921618	0	-0	-0.069334	-10.374054	0	-1e-06	4.048161	-36.731774	0	-0	-5.643443	-7.341006	0	-2e-06	0	-0	0	-0	0
-4.3	-0	0	-0	5.120123	-5.680333	-0	0	-0.050387	-14.923146	0	-0	3.59784	-13.34692	-0	0	-3.448443	-8.182369	0	-0	-0	0	-0	0	-0	-0	1e-06	-2e-06	1.622317	-4.854067	0	-0	-0.059165	-8.10665	1e-06	-6e-06	2.635745	-28.939371	0	0	-4.240983	-5.019635	0	-2e-06	-0	0	-0	0	-0
-4.2	0	-0	0	5.259468	-6.107474	-0	0	-0.055671	-15.623698	-0	0	3.811752	-15.885773	-0	0	-3.81296	-8.577349	-0	0	-0	0	-0	0	-0	-0	0	-0	1.216449	-3.802546	-0	0	-0.047594	-6.14634	-0	0	1.784865	-22.603376	-0	0	-3.191058	-3.159265	-0	0	0	-0	0	-0	0
-4.1	0	-0	0	5.363393	-6.437918	0	-0	-0.059849	-16.15111	-0	0	3.958724	-17.855936	-0	0	-4.086985	-8.82167	-0	0	0	-0	0	-0	0	0	-1e-06	4e-06	0.89979	-2.905005	0	-0	-0.037061	-4.584648	-1e-06	1e-05	1.22827	-17.358903	-0	0	-2.382992	-1.887026	-1e-06	1.6e-05	0	-0	1e-06	-0	1e-06
-4	0	-0	0	5.440781	-6.690491	-0	0	-0.063092	-16.546531	-0	0	4.06243	-19.374751	-0	0	-4.293418	-8.971018	-0	0	0	-0	0	-0	0	0	-0	0	0.658872	-2.174417	-0	0	-0.028103	-3.376031	-0	1e-06	0.859726	-13.098609	-0	0	-1.763891	-1.130559	-0	1e-06	0	-0	0	-0	0
-3.9	0	-0	0	5.518315	-6.949098	-0	0	-0.066455	-16.944906	-0	0	4.16132	-20.938826	-0	-0	-4.502138	-9.08728	0	-0	-0	-0	0	-0	0	0	-0	0	0.412788	-1.391069	0	-0	-0.0182	-2.126508	0	-1e-06	0.514473	-8.442894	0	-0	-1.117007	-0.529099	0	-1e-06	0	-0	0	-0	0
-3.8	0	-0	0	5.553664	-7.068836	-0	0	-0.068026	-17.127254	-0	0	4.20491	-21.6674	-0	0	-4.598109	-9.128555	-0	0	-0	-0	0	0	0	0	-0	0	0.299589	-1.019936	0	-0	-0.013422	-1.547479	-0	0	0.364598	-6.212619	0	-0	-0.815059	-0.311884	0	-0	0	-0	0	-0	0
-3.7	0	-0	0	5.589465	-7.191275	-0	0	-0.069642	-17.312382	0	-0	4.248084	-22.414922	-0	0	-4.695807	-9.162265	0	0	0	-0	0	-0	-0	0	-0	0	0.1842	-0.632842	-0	0	-0.008375	-0.953539	0	-0	0.218823	-3.859035	-0	0	-0.502784	-0.150468	0	-0	0	-0	0	-0	0
-3.6	0	-0	0	5.604911	-7.244463	-0	0	-0.070347	-17.392384	0	-0	4.26637	-22.739928	-0	0	-4.738062	-9.174124	0	0	-0	-0	0	0	0	-0	0	-0	0.134076	-0.462436	0	-0	-0.006133	-0.694775	-0	0	0.158553	-2.832121	0	-0	-0.367639	-0.098766	-0	-0	-0	0	-0	0	-0
