Frame,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534040,0.7160187,0.499351,-0.2971869,-0.3868408,-71.555,-28.878,20.688,0.7886588,0.0965624,0.0957205,-0.5996087,-99.51,-59.474,86.804,0.6826467,-0.6667543,0.1670038,0.2480765,47.482,4.806,-377.13,0.0448202,0.4500305,-0.891471,-0.0272601,-178.165,27.063,172.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534048,0.7212759,0.4920955,-0.2983719,-0.3854573,-71.47,-28.795,20.624,0.7869145,0.0969605,0.1031978,-0.6005951,-98.525,-59.203,87.85,0.6830617,-0.6662301,0.1671077,0.2482723,47.453,4.833,-377.102,0.0454924,0.449701,-0.8916277,-0.0264492,-178.011,27.339,172.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534056,0.7239144,0.488377,-0.2975176,-0.3859005,-71.734,-28.703,21.129,0.7857277,0.0967372,0.1096447,-0.6010424,-98.118,-59.029,88.669,0.6834381,-0.6656329,0.1674156,0.2486309,47.271,4.829,-377.104,0.0459312,0.449282,-0.8918484,-0.0253449,-177.797,27.606,172.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534064,0.7275193,0.4845011,-0.2990138,-0.3828382,-71.527,-28.011,21.723,0.7842938,0.0970258,0.1169597,-0.6014895,-97.02,-59.072,89.278,0.6834065,-0.6655884,0.1672788,0.2489285,47.205,4.854,-377.101,0.0458434,0.4494475,-0.8917799,-0.0249788,-177.737,27.595,172.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534072,0.732487,0.4781313,-0.3035635,-0.3777598,-71.315,-28.227,22.137,0.7824309,0.0967343,0.1242004,-0.6025103,-95.889,-58.929,89.617,0.6834957,-0.6655485,0.167001,0.248977,47.247,4.922,-377.031,0.0457538,0.4497318,-0.891639,-0.0250573,-177.709,27.62,172.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534080,0.7361069,0.472869,-0.3079489,-0.3737767,-71.031,-28.515,22.832,0.7811159,0.0972123,0.1310833,-0.6026814,-95.59,-59.079,89.951,0.6833956,-0.6657754,0.1665974,0.2489156,47.389,4.942,-377.14,0.0456886,0.4501471,-0.8914025,-0.0261082,-177.858,27.45,172.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534088,0.7405921,0.4671723,-0.310938,-0.3695821,-70.892,-28.244,23.118,0.7781165,0.0978587,0.1375296,-0.6050157,-94.729,-59.041,90.451,0.6831062,-0.6661148,0.1664843,0.2488776,47.476,4.895,-377.234,0.0456795,0.4503326,-0.8912873,-0.0268483,-177.997,27.309,172.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534096,0.7450506,0.4605369,-0.3113553,-0.3685963,-70.838,-28.286,22.863,0.7761262,0.0980455,0.1432196,-0.6062206,-94.333,-58.612,91.316,0.6834082,-0.6657964,0.1665499,0.2488563,47.502,4.895,-377.194,0.0462315,0.4502607,-0.8913022,-0.0266151,-177.957,27.479,172.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534104,0.7476577,0.4562958,-0.3096982,-0.3699854,-70.969,-27.986,23.241,0.7756499,0.0983943,0.1487518,-0.6054409,-94.147,-58.477,91.851,0.6835897,-0.6654642,0.1669355,0.248988,47.378,4.829,-377.196,0.0462513,0.4497191,-0.8915951,-0.0259159,-177.827,27.605,172.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534112,0.7515729,0.4521432,-0.311419,-0.3656814,-71.135,-27.387,23.812,0.7730587,0.0992022,0.1539224,-0.6073279,-92.836,-58.152,92.532,0.6838499,-0.6650804,0.1672323,0.2490997,47.239,4.803,-377.155,0.0465614,0.4494032,-0.8917627,-0.025061,-177.666,27.812,172.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534120,0.7558156,0.4453532,-0.3176953,-0.3598237,-70.61,-27.527,24.248,0.7713291,0.0994265,0.1600238,-0.607913,-91.924,-58.22,92.84,0.6840684,-0.6648421,0.1670862,0.2492338,47.208,4.945,-377.107,0.046694,0.4494017,-0.8917819,-0.0241422,-177.553,27.911,172.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534128,0.7601112,0.4389466,-0.3214201,-0.355311,-70.278,-27.597,24.489,0.7700763,0.1001411,0.1652005,-0.6079992,-91.177,-57.914,93.257,0.6837533,-0.6652478,0.1668538,0.2491719,47.267,4.946,-377.113,0.0463207,0.4496555,-0.8916618,-0.0245666,-177.636,27.732,172.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534136,0.7632983,0.4345525,-0.3224722,-0.3529186,-70.176,-27.274,24.637,0.769158,0.1005656,0.1705391,-0.6076175,-91.294,-57.908,93.375,0.6834695,-0.6656966,0.1666052,0.2489181,47.448,4.867,-377.182,0.0460103,0.4499495,-0.8914953,-0.0257787,-177.831,27.484,172.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534144,0.7652916,0.430821,-0.3228569,-0.3528249,-70.05,-27.05,25.121,0.7671723,0.1010846,0.1756755,-0.6085776,-90.82,-57.726,93.58,0.6834367,-0.6657427,0.1667516,0.2487868,47.459,4.772,-377.135,0.0462665,0.4498662,-0.8915021,-0.0265278,-177.81,27.57,172.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534152,0.7696201,0.4243206,-0.3235063,-0.3506858,-70.28,-27.128,24.816,0.7655911,0.1020582,0.1798573,-0.6091845,-90.313,-57.388,94.176,0.6835746,-0.6655206,0.1669152,0.2488923,47.408,4.789,-377.137,0.046669,0.4496518,-0.8915956,-0.0263161,-177.734,27.737,172.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534160,0.7717447,0.4208577,-0.3239104,-0.3498155,-70.511,-27.071,25.272,0.7641181,0.103258,0.1845691,-0.6094224,-89.868,-57.277,94.8,0.6837466,-0.6651938,0.1672199,0.2490891,47.274,4.759,-377.13,0.0467605,0.4492131,-0.8918351,-0.0255197,-177.587,27.847,172.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534168,0.7752144,0.4160901,-0.328932,-0.3430966,-69.955,-26.404,26.315,0.7617609,0.1034076,0.1890906,-0.6109599,-88.48,-57.142,94.955,0.6841091,-0.6648495,0.1670152,0.24915,47.272,4.898,-377.088,0.04674,0.4491634,-0.8918949,-0.0243117,-177.473,27.918,172.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534176,0.7796195,0.4084923,-0.3334106,-0.337883,-69.468,-26.659,26.322,0.7603721,0.1036843,0.1937629,-0.611179,-88.059,-56.969,95.027,0.6838552,-0.6652588,0.1665791,0.2490465,47.381,4.961,-377.101,0.046242,0.4497797,-0.8915823,-0.0253171,-177.623,27.689,172.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534184,0.7825926,0.4035549,-0.3337885,-0.3365672,-69.41,-26.526,26.248,0.7601298,0.1043688,0.1984902,-0.6098455,-88.273,-56.554,95.114,0.68354,-0.6657232,0.1663097,0.2488511,47.503,4.909,-377.078,0.0458502,0.4500248,-0.8914568,-0.0260796,-177.729,27.501,172.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534192,0.7860126,0.3993309,-0.3358481,-0.3315495,-69.595,-26.135,26.694,0.7580323,0.1059533,0.2024024,-0.6108962,-88.095,-56.222,95.535,0.6832674,-0.6660318,0.1663459,0.2487495,47.501,4.84,-377.042,0.0457463,0.4500825,-0.8914159,-0.0266577,-177.764,27.405,172.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534200,0.7873441,0.3955794,-0.3356645,-0.3330699,-69.547,-26.266,26.713,0.7563639,0.107388,0.2070247,-0.6111647,-87.785,-56.432,95.834,0.6833144,-0.6659192,0.1665608,0.2487782,47.454,4.81,-377.085,0.0462449,0.4498318,-0.8915055,-0.0270307,-177.745,27.41,172.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534208,0.7890847,0.3917665,-0.3355924,-0.3335297,-69.479,-25.954,26.997,0.7541603,0.1078462,0.2098513,-0.6128409,-87.012,-55.743,96.253,0.6835955,-0.6655677,0.1666958,0.2488561,47.442,4.841,-377.106,0.0465886,0.4496056,-0.8916167,-0.0265313,-177.694,27.536,172.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534216,0.7922387,0.3869373,-0.3381037,-0.3291251,-69.335,-25.576,27.406,0.7511673,0.1080222,0.2137371,-0.6151384,-86.384,-55.76,96.03,0.6837737,-0.6654009,0.1665876,0.2488851,47.444,4.926,-377.102,0.0467429,0.4495194,-0.891689,-0.0252609,-177.644,27.587,172.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534224,0.7951572,0.3814419,-0.3417512,-0.3247048,-68.971,-25.571,27.67,0.7506804,0.1097416,0.2183766,-0.6137975,-85.842,-55.427,96.132,0.683807,-0.6654716,0.1662458,0.2488329,47.506,5.081,-377.107,0.0466294,0.44993,-0.8914848,-0.0253661,-177.722,27.447,172.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534232,0.7988207,0.3754858,-0.3438005,-0.320464,-69.211,-25.845,27.757,0.7502216,0.110881,0.2217386,-0.6129478,-85.893,-54.802,96.645,0.6836076,-0.6657365,0.166134,0.2487468,47.548,5.056,-377.093,0.0461096,0.4502207,-0.8913523,-0.0258129,-177.795,27.362,172.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534240,0.8017123,0.3709919,-0.3456452,-0.3164676,-69.249,-25.299,28.163,0.7478772,0.1113706,0.225171,-0.6144708,-86.273,-54.826,96.583,0.6834992,-0.6658748,0.166221,0.2486165,47.574,4.99,-377.074,0.0461719,0.4504192,-0.8912238,-0.0266603,-177.905,27.374,172.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
