Frame,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
444464,-0.0079998,0.8665356,0.1259239,-0.4829029,-72.395,-11.494,2.871,0.3591349,0.692931,0.4652567,-0.4176182,-104.05,-51.149,-26.192,0.6833214,-0.666314,0.1662932,0.247879,47.418,5.009,-376.868,0.0448547,0.4509865,-0.8910545,-0.0249224,-178.003,27.199,172.08
444472,-0.0065267,0.8669293,0.1243548,-0.482625,-72.461,-11.596,3.052,0.3620186,0.6903241,0.4637933,-0.4210592,-104.552,-51.228,-25.95,0.6828088,-0.6668916,0.1663412,0.2477061,47.462,4.829,-376.995,0.0447111,0.4512117,-0.8909119,-0.0261709,-178.211,26.962,172.161
444480,-0.0063113,0.8664705,0.1244538,-0.4834257,-72.465,-11.816,2.933,0.3629644,0.6899124,0.4619844,-0.4229043,-104.546,-51.415,-25.43,0.6823983,-0.667344,0.1665808,0.2474579,47.475,4.576,-377.069,0.0445886,0.4512817,-0.8908575,-0.0270131,-178.406,26.799,172.198
444488,-0.0053792,0.8665269,0.1237552,-0.4835151,-72.465,-11.857,2.993,0.3649435,0.6890767,0.4600263,-0.4246945,-104.749,-51.503,-25.006,0.6824894,-0.667174,0.166791,0.2475234,47.387,4.559,-376.978,0.0449069,0.4510761,-0.8909441,-0.0270614,-178.274,26.928,172.131
444496,-0.0078901,0.8658229,0.1268711,-0.4839341,-72.211,-11.921,3.018,0.3658688,0.6871014,0.4580523,-0.4292082,-104.645,-51.709,-24.957,0.6827024,-0.6668437,0.1668179,0.2478076,47.36,4.728,-376.972,0.0452107,0.4507773,-0.8910794,-0.0270786,-178.146,27.082,172.084
444504,-0.0078038,0.8654564,0.1273068,-0.4844764,-72.175,-11.973,2.957,0.3674729,0.6837567,0.4578935,-0.4333289,-105.024,-51.66,-24.806,0.6827795,-0.666812,0.1667242,0.2477438,47.455,4.722,-377.14,0.0453682,0.4508457,-0.8910408,-0.026948,-178.292,26.981,172.1
444512,-0.0058853,0.8651126,0.1260711,-0.4854397,-72.184,-12.038,2.774,0.3682025,0.6792697,0.4575943,-0.4400307,-105.493,-51.918,-24.168,0.6828918,-0.6666113,0.167276,0.2476023,47.347,4.482,-377.137,0.0458151,0.4505897,-0.891153,-0.026763,-178.286,27.165,172.041
444520,-0.0048882,0.8646952,0.125901,-0.4862379,-72.312,-12.099,2.745,0.3768703,0.6834144,0.4428672,-0.4413414,-105.358,-51.756,-23.526,0.6831884,-0.6661648,0.1675567,0.2477959,47.185,4.535,-376.989,0.0460064,0.4500876,-0.8914227,-0.0258883,-178.014,27.409,171.923
444528,-0.0043641,0.8643086,0.1260077,-0.4869021,-72.331,-12.128,2.688,0.3771654,0.6779838,0.4460685,-0.4462142,-106.12,-51.615,-23.232,0.6836291,-0.6656592,0.1672433,0.2481507,47.184,4.84,-376.976,0.0463612,0.4499688,-0.8914809,-0.0253076,-177.812,27.544,171.876
444536,-0.0048517,0.8638627,0.1271879,-0.4873817,-72.329,-12.089,2.777,0.3797128,0.6784978,0.441652,-0.4476634,-106.241,-51.95,-23.269,0.6835818,-0.6658461,0.1669808,0.2479562,47.336,4.825,-377.09,0.0459995,0.4503657,-0.8912952,-0.025447,-178.033,27.387,171.992
444544,-0.0007182,0.8640121,0.1237536,-0.4880241,-72.682,-12.101,2.703,0.3815407,0.6806265,0.4364664,-0.4479636,-105.998,-52.134,-22.605,0.6835649,-0.6658923,0.1671401,0.2477714,47.336,4.674,-377.164,0.0456404,0.4503928,-0.8913134,-0.0249733,-178.157,27.312,172.055
444552,0.0021024,0.8641652,0.1209851,-0.4884431,-72.942,-12.189,2.674,0.3853764,0.6812029,0.431852,-0.4482762,-106.408,-52.11,-22.304,0.6834789,-0.6658835,0.1671439,0.2480295,47.229,4.754,-377.04,0.0457844,0.4501736,-0.8914154,-0.0250241,-177.967,27.332,171.963
444560,0.0002347,0.8640779,0.1225748,-0.4882056,-72.713,-12.228,2.884,0.3881543,0.6813704,0.4276184,-0.4496811,-106.461,-52.153,-22.289,0.6832789,-0.6660943,0.1667434,0.2482839,47.213,4.973,-377.003,0.0453101,0.4501917,-0.8914132,-0.0256308,-177.818,27.145,172.054
444568,-0.0009605,0.8636923,0.1241084,-0.4884996,-72.564,-12.239,2.931,0.3901496,0.6795953,0.4264315,-0.4517629,-106.93,-52.258,-22.15,0.683153,-0.666487,0.1662021,0.2479395,47.482,4.991,-377.133,0.0449584,0.45083,-0.8910914,-0.0262127,-178.129,26.902,172.204
444576,0.0013619,0.8637522,0.1223654,-0.4888323,-72.846,-12.327,2.969,0.3928039,0.6794973,0.4222364,-0.4535471,-106.953,-52.268,-21.673,0.6828556,-0.6669758,0.1661432,0.2474832,47.635,4.776,-377.163,0.0449118,0.4511056,-0.8909377,-0.0267701,-178.355,26.747,172.233
444584,0.0020047,0.8638631,0.1216369,-0.4888159,-72.843,-12.393,3.034,0.3957837,0.6799195,0.4173074,-0.4548838,-107.15,-52.293,-21.23,0.6823528,-0.6672771,0.1666317,0.2477291,47.409,4.648,-377.014,0.0448717,0.4505037,-0.8912337,-0.0271184,-178.121,26.768,172.108
444592,-0.0002166,0.8635715,0.1234408,-0.4888831,-72.502,-12.423,3.248,0.3965308,0.677468,0.4160843,-0.4589927,-107.308,-52.374,-20.852,0.6823978,-0.6671211,0.1667044,0.2479764,47.335,4.731,-377.002,0.0447467,0.4502829,-0.891361,-0.0268078,-178.012,26.848,172.114
444600,-0.0012821,0.8628199,0.1249755,-0.4898176,-72.34,-12.467,3.186,0.3989024,0.674056,0.4133815,-0.4643718,-107.764,-52.521,-20.662,0.6827804,-0.6668242,0.1665567,0.2478212,47.477,4.761,-377.135,0.0451085,0.4506399,-0.8911625,-0.0268017,-178.198,26.895,172.167
444608,-0.0002912,0.8624127,0.1248199,-0.4905754,-72.429,-12.519,3.193,0.4008468,0.671564,0.4093578,-0.4698402,-107.73,-52.462,-19.994,0.6830392,-0.6664916,0.1670739,0.2476544,47.452,4.546,-377.221,0.0454273,0.4505939,-0.8911745,-0.0266377,-178.352,27.109,172.193
444616,0.0030813,0.8626759,0.1216199,-0.4909068,-72.613,-12.549,3.158,0.4033365,0.6707367,0.4047753,-0.4728519,-107.857,-52.415,-19.501,0.6830369,-0.6661689,0.1677653,0.2480613,47.093,4.472,-377.065,0.04561,0.4497219,-0.8916216,-0.0260916,-177.966,27.317,172.058
444624,0.0024308,0.8620836,0.1226541,-0.4916929,-72.511,-12.608,3.134,0.404606,0.6690778,0.403082,-0.4755562,-108.096,-52.516,-19.201,0.6835073,-0.6656209,0.1676308,0.2483274,47.047,4.683,-377.05,0.0461651,0.4495499,-0.8916999,-0.025397,-177.776,27.5,171.958
444632,0.0027749,0.8613518,0.123091,-0.492863,-72.41,-12.554,3.037,0.4082133,0.6673016,0.3992584,-0.4781874,-108.399,-52.314,-19.067,0.6840137,-0.6653236,0.1672721,0.2479715,47.255,4.733,-377.12,0.0461294,0.4504101,-0.891268,-0.025379,-178.039,27.589,172.14
444640,0.0042621,0.8611192,0.1225394,-0.4933961,-72.596,-12.553,3.013,0.4128922,0.6678605,0.3919619,-0.4794249,-108.526,-52.25,-18.604,0.684142,-0.6652813,0.1673173,0.2477002,47.328,4.632,-377.108,0.0465395,0.4505196,-0.8912044,-0.0249191,-178.12,27.722,172.05
444648,0.006911,0.8615698,0.1197393,-0.4932668,-72.855,-12.594,3.059,0.4191549,0.6696603,0.3835658,-0.4782693,-109.255,-52.384,-18.211,0.6836353,-0.6655602,0.1676005,0.2481581,47.079,4.635,-377.039,0.0464321,0.4500046,-0.8914558,-0.025424,-177.889,27.612,171.969
444656,0.0068571,0.8611706,0.1197168,-0.4939698,-72.881,-12.601,3.048,0.4207665,0.6673388,0.3739708,-0.4876068,-108.445,-52.266,-17.403,0.6835803,-0.6655627,0.1674254,0.2484209,47.04,4.784,-377.061,0.0460693,0.4498448,-0.8915672,-0.0250049,-177.767,27.5,171.974
444664,0.0030212,0.8607714,0.1237233,-0.4937166,-71.482,-12.32,5.009,0.4300866,0.6668148,0.3641269,-0.4876424,-110.5,-52.514,-16.617,0.6835221,-0.6659825,0.1667528,0.2479079,47.356,4.852,-377.138,0.0456434,0.4506563,-0.8911641,-0.025537,-178.092,27.254,172.097
444672,0.0038185,0.8604821,0.123663,-0.4942301,-71.612,-12.212,5.02,0.4276183,0.6656993,0.362087,-0.4928286,-109.518,-52.56,-16.584,0.6835487,-0.6661328,0.1665249,0.2475838,47.522,4.819,-377.109,0.0458581,0.4511864,-0.8908511,-0.0266862,-178.285,27.211,172.174
444680,0.0039353,0.8604248,0.1233498,-0.4944072,-71.564,-12.167,5.104,0.4295126,0.663965,0.3610785,-0.4942588,-110.01,-52.107,-16.232,0.6831586,-0.6663059,0.167028,0.2478555,47.295,4.685,-376.994,0.0457841,0.4506112,-0.891146,-0.0266867,-178.083,27.256,172.084
444688,0.0039677,0.8600989,0.1232503,-0.4949984,-71.597,-12.248,5.078,0.4330324,0.663009,0.3567159,-0.4956367,-110.411,-51.962,-16.088,0.683039,-0.6663566,0.1670014,0.2480668,47.215,4.737,-376.992,0.0456488,0.4502167,-0.8913579,-0.0264996,-177.897,27.16,172.068
444696,0.0045593,0.8596327,0.1230349,-0.4958561,-71.772,-12.261,5.026,0.4347299,0.6612881,0.3531895,-0.4989641,-110.696,-52.074,-15.716,0.6832245,-0.6664935,0.1663389,0.2476331,47.544,4.826,-377.036,0.0455716,0.4507375,-0.8911072,-0.0262078,-178.102,27.075,172.127
444704,0.0049145,0.8593256,0.1229038,-0.4964171,-71.756,-12.216,5.083,0.4366074,0.6583123,0.3484857,-0.5045361,-110.834,-51.84,-15.326,0.6834432,-0.66625,0.1665971,0.2475109,47.566,4.758,-376.995,0.0459295,0.4507049,-0.8911181,-0.0257708,-178.149,27.322,172.052
444712,0.0048759,0.8590395,0.1227746,-0.4969443,-71.645,-12.231,5.13,0.4379292,0.6558436,0.3459879,-0.5083105,-111.127,-51.595,-14.982,0.6834456,-0.6659509,0.1670707,0.2479898,47.277,4.77,-376.921,0.0462861,0.4499972,-0.8914733,-0.0252104,-177.843,27.503,171.89
444720,0.0050946,0.8586732,0.1224337,-0.4976588,-71.634,-12.316,5.14,0.4397072,0.6541593,0.3423694,-0.5113867,-111.21,-51.382,-14.719,0.6836644,-0.6655993,0.1672023,0.2482415,47.158,4.827,-376.96,0.0461415,0.4499263,-0.8915163,-0.0252187,-177.781,27.487,171.984
444728,0.0053736,0.8581341,0.1226628,-0.4985286,-71.725,-12.322,5.109,0.4436053,0.6537481,0.3373706,-0.511868,-111.696,-51.519,-14.272,0.6840012,-0.6655046,0.1666842,0.2479162,47.398,4.95,-376.969,0.0460063,0.4503602,-0.8913156,-0.0248115,-177.897,27.489,172.061
444736,0.0058129,0.8577944,0.1226881,-0.4991018,-71.707,-12.241,5.093,0.446131,0.65177,0.331161,-0.5162319,-111.547,-51.367,-14.028,0.6842553,-0.6653357,0.1665673,0.2477468,47.485,4.991,-376.879,0.0461577,0.4507271,-0.8911312,-0.024489,-177.949,27.702,172.052
444744,0.0058878,0.8576983,0.1221822,-0.49939,-71.662,-12.294,5.142,0.4528778,0.6529541,0.3224277,-0.514386,-112.177,-51.294,-13.488,0.6840849,-0.6652192,0.1670084,0.2482327,47.219,4.99,-376.887,0.0462205,0.4502909,-0.8913442,-0.0246438,-177.766,27.757,172.001
444752,0.0056793,0.8574195,0.1223104,-0.4998397,-71.737,-12.38,5.133,0.4547093,0.6513105,0.3168832,-0.5182848,-112.087,-51.063,-13.322,0.6837464,-0.6655362,0.1668904,0.248395,47.174,5.008,-376.966,0.0456607,0.4500676,-0.891485,-0.0246736,-177.711,27.487,172.069
444760,0.00599,0.8570097,0.1220223,-0.5006087,-71.788,-12.402,5.035,0.4607403,0.6518002,0.3076698,-0.517894,-112.525,-51.176,-12.814,0.6837471,-0.6657725,0.1663758,0.2481047,47.377,5.106,-376.985,0.0455436,0.4505439,-0.8912466,-0.0248094,-177.847,27.352,172.083
444768,0.0068479,0.8568504,0.1213265,-0.5010392,-71.817,-12.286,5.099,0.4643849,0.6504068,0.3007127,-0.5204705,-112.799,-51.251,-12.261,0.6838161,-0.6658361,0.1663348,0.2477711,47.508,5.033,-376.858,0.0458175,0.4509768,-0.890997,-0.0253991,-177.978,27.525,172.094
444776,0.0071438,0.8567837,0.1203296,-0.5013896,-71.811,-12.357,5.134,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6835508,-0.6659301,0.166694,0.248009,47.358,4.983,-376.928,0.0459691,0.4509098,-0.8909967,-0.0263081,-178.018,27.448,172.056
444784,0.0071808,0.8565019,0.1200632,-0.5019339,-71.982,-12.481,5.223,0.4756735,0.6485121,0.2783573,-0.5250562,-114.244,-51.391,-9.968,0.6832975,-0.6661016,0.166797,0.2481774,47.301,4.922,-377.148,0.0458921,0.4506477,-0.8911282,-0.0264774,-178.075,27.212,172.079
444792,0.0070292,0.8560681,0.1204518,-0.5025828,-72.149,-12.467,5.254,0.4740522,0.6333138,0.2688721,-0.5494505,-113.742,-49.78,-10.26,0.683127,-0.6664759,0.1665788,0.2477879,47.499,4.852,-377.143,0.045468,0.4508125,-0.8910738,-0.0262344,-178.246,27.043,172.084
444800,0.0071241,0.855665,0.1202064,-0.5033261,-72.116,-12.399,5.317,0.4881399,0.6361948,0.2517724,-0.5418361,-115.386,-49.551,-9.088,0.6832669,-0.6663058,0.1667322,0.2477565,47.488,4.82,-377.006,0.0456732,0.4506096,-0.8911746,-0.0259379,-178.132,27.265,172.036
444808,0.007144,0.8553368,0.1197657,-0.5039881,-72.095,-12.414,5.393,0.4876621,0.6326712,0.247702,-0.5482304,-115.023,-49.148,-8.968,0.6833322,-0.6660214,0.1672474,0.2479937,47.294,4.761,-377.008,0.045845,0.4504403,-0.8912613,-0.0255939,-178.109,27.459,171.951
444816,0.0068739,0.8547946,0.1199229,-0.5048736,-72.128,-12.519,5.443,0.4884192,0.6300469,0.2440056,-0.5522218,-115.314,-49.129,-8.476,0.6835707,-0.6656661,0.1673983,0.2481886,47.192,4.77,-377.163,0.0458202,0.4501671,-0.8914212,-0.0248657,-178.066,27.425,171.971
444824,0.006594,0.854293,0.1200426,-0.5056973,-72.109,-12.497,5.484,0.488322,0.6275947,0.2384353,-0.557508,-115.343,-49.183,-7.87,0.6836745,-0.6656546,0.1672635,0.2480242,47.264,4.747,-377.094,0.0453644,0.4501183,-0.8914861,-0.0242505,-178.051,27.411,172.051
444832,0.0067345,0.8538539,0.1196471,-0.5065301,-72.074,-12.393,5.541,0.4929658,0.6261265,0.2284474,-0.5592514,-115.503,-48.795,-7.377,0.6840307,-0.6653391,0.1671378,0.2479736,47.313,4.852,-376.944,0.0457336,0.4505158,-0.8912704,-0.0241057,-178.018,27.72,172.022
444840,0.0061446,0.8536536,0.1198195,-0.5068343,-72.083,-12.334,5.69,0.4968729,0.6254207,0.219388,-0.5602099,-115.799,-48.56,-6.778,0.6837293,-0.6655699,0.167387,0.2480172,47.224,4.736,-376.979,0.0455319,0.4506508,-0.8911942,-0.0247698,-178.111,27.637,172.062
444848,0.0057276,0.8532343,0.1195807,-0.507601,-72.166,-12.345,5.681,0.5005618,0.621033,0.2116718,-0.5647574,-116.146,-47.961,-6.85,0.6835376,-0.6657933,0.1670674,0.2481615,47.224,4.819,-377.138,0.0450578,0.4507056,-0.8911859,-0.0249384,-178.147,27.321,172.165
444856,0.0055177,0.8529436,0.1192375,-0.5081724,-72.277,-12.287,5.691,0.5096161,0.6210378,0.1957462,-0.562394,-116.809,-47.904,-6.108,0.6832599,-0.6662399,0.1667172,0.2479631,47.341,4.815,-377.086,0.0443857,0.450721,-0.8912105,-0.0249866,-178.121,27.124,172.263
444864,0.005412,0.8526676,0.1187139,-0.508759,-72.218,-12.126,5.696,0.5130277,0.6142221,0.1845725,-0.570497,-117.002,-46.962,-5.814,0.6832092,-0.6664231,0.1665475,0.2477243,47.415,4.809,-376.834,0.0442874,0.4509267,-0.8910903,-0.0257275,-178.038,27.232,172.326
444872,0.0052016,0.8524617,0.1179574,-0.5092818,-72.263,-12.068,5.762,0.519958,0.612464,0.1659706,-0.5718263,-117.34,-46.664,-4.774,0.6830154,-0.6666143,0.1665332,0.2477538,47.432,4.778,-376.921,0.0444906,0.451121,-0.8909538,-0.0266778,-178.156,27.139,172.37
444880,0.0069753,0.8514655,0.1116448,-0.5123409,-71.305,-11.502,7.531,0.524379,0.6053279,0.1560097,-0.5781573,-118.165,-45.834,-4.555,0.6828355,-0.6668113,0.1664655,0.2477652,47.461,4.723,-377.096,0.0444954,0.4510798,-0.8909681,-0.0268882,-178.277,26.891,172.389
444888,0.002766,0.8494488,0.1152797,-0.5149172,-72.956,-11.83,5.677,0.5322857,0.6022452,0.1319261,-0.580145,-118.545,-45.671,-2.874,0.6828784,-0.6668268,0.166407,0.2476445,47.513,4.687,-377.061,0.04454,0.4508921,-0.8910644,-0.0267706,-178.199,26.883,172.405
444896,-0.0002576,0.848381,0.1150407,-0.5167351,-73.031,-12.186,5.5,0.5427793,0.5826616,0.1056525,-0.5955952,-119.94,-42.926,-3.285,0.6829905,-0.6665858,0.1668188,0.2477073,47.424,4.652,-376.88,0.0450293,0.4505826,-0.8911853,-0.0271396,-178.034,27.21,172.319
444904,-0.0074057,0.8473814,0.1172889,-0.5178158,-72.031,-11.176,6.543,0.5397582,0.5682966,0.080723,-0.6157791,-120.059,-40.71,-0.705,0.6833312,-0.6661656,0.166991,0.2477819,47.379,4.683,-376.922,0.0455278,0.4504645,-0.891239,-0.0264962,-178.016,27.402,172.231
444912,-0.0070292,0.8470954,0.1162144,-0.5185308,-72.391,-11.118,6.357,0.5435375,0.56344,0.057685,-0.6194956,-120.143,-41.883,0.356,0.6833226,-0.6661076,0.1671923,0.2478256,47.296,4.59,-377.054,0.0455303,0.4500931,-0.8914501,-0.0256888,-178.007,27.288,172.17
444920,-0.0108742,0.8463526,0.1151068,-0.5199225,-72.725,-11.018,6.542,0.5430133,0.5365123,0.0178873,-0.6457331,-120.78,-39.576,0.282,0.6836464,-0.6657338,0.1671533,0.2479635,47.28,4.683,-377.025,0.0455216,0.4497887,-0.8916402,-0.0244074,-177.866,27.377,172.117
444928,-0.0216024,0.8450222,0.1132345,-0.5221579,-72.586,-9.452,7.417,0.5439673,0.4910454,-0.0579108,-0.6779531,-121.513,-32.45,2.581,0.6839093,-0.6654458,0.1671339,0.2480246,47.26,4.795,-376.87,0.0457143,0.4498574,-0.8916074,-0.0239725,-177.745,27.606,172.053
444936,-0.0375799,0.8460188,0.1055011,-0.5212576,-71.602,-7.446,7.719,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6840676,-0.6653056,0.1670838,0.2479979,47.272,4.807,-376.911,0.0458786,0.4503032,-0.8913755,-0.0239161,-177.88,27.674,172.071
444944,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6839012,-0.6655951,0.1667798,0.2478845,47.353,4.82,-377.077,0.0458135,0.4507236,-0.8911623,-0.0240632,-178.12,27.332,172.029
444952,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6837868,-0.665724,0.1667072,0.2479029,47.319,4.864,-377.052,0.0454745,0.4507488,-0.891174,-0.0238002,-178.084,27.277,171.994
444960,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6837128,-0.6658908,0.166454,0.2478293,47.36,4.973,-376.902,0.045304,0.4509211,-0.8910941,-0.0238536,-177.974,27.35,171.981
444968,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6835613,-0.66627,0.1659608,0.2475585,47.559,5.006,-377.017,0.045328,0.4516347,-0.8907094,-0.0246624,-178.269,27.112,172.027
444976,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6828371,-0.6670894,0.1659312,0.2473704,47.576,4.815,-377.116,0.0447439,0.4519033,-0.8905721,-0.0257448,-178.493,26.684,172.097
444984,-0.2182634,0.8490524,0.1494704,-0.457307,-71.14,6.327,7.389,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,-3.70E+28,0.6825365,-0.6672759,0.1662123,0.2475082,47.427,4.75,-377.033,0.0446459,0.4515054,-0.8907642,-0.0262454,-178.323,26.679,172.052
444992,-0.2189224,0.8494425,0.1510053,-0.4557608,-70.547,7.166,8.336,0.3429107,-0.0775031,-0.7188084,-0.5997667,-111.891,48.579,-16.842,0.6827015,-0.6670998,0.1661415,0.2475755,47.449,4.867,-376.939,0.0450784,0.4513591,-0.8908164,-0.0262479,-178.167,26.838,171.966
445000,-0.2183948,0.8494976,0.1512225,-0.4558391,-70.424,6.878,7.926,0.3414594,-0.0780715,-0.7205463,-0.5984341,-111.772,49.433,-17.415,0.6826843,-0.6672874,0.1659862,0.2472213,47.616,4.777,-377.053,0.045117,0.4518295,-0.8905639,-0.0266547,-178.452,26.745,172.034
445008,-0.2171097,0.8494576,0.1512347,-0.456523,-70.995,6.303,7.365,0.3419209,-0.084619,-0.7217475,-0.5958273,-111.182,48.68,-17.608,0.6825651,-0.6673595,0.166408,0.2470719,47.553,4.529,-377.125,0.0450843,0.4515391,-0.8907211,-0.0263759,-178.514,26.731,172.023
445016,-0.2167501,0.8497446,0.1517811,-0.455978,-71.672,5.741,7.866,0.341791,-0.0881997,-0.7232626,-0.593541,-111.037,48.183,-17.79,0.6827394,-0.6669397,0.1668741,0.2474094,47.325,4.566,-377.083,0.0453055,0.4509566,-0.8910152,-0.02603,-178.301,26.854,171.909
445024,-0.2171037,0.8504362,0.1512896,-0.4546819,-70.527,6.588,8.502,0.3388555,-0.0847852,-0.7250312,-0.593564,-111.256,48.754,-17.554,0.6830944,-0.6664123,0.1670476,0.2477333,47.212,4.708,-377.037,0.0453083,0.450316,-0.8913654,-0.0251059,-178.004,27.06,171.899
445032,-0.2181053,0.8495418,0.1504186,-0.4561613,-70.815,6.277,8.146,0.3370457,-0.0848931,-0.7283072,-0.5905607,-111.255,49.651,-18.26,0.6836744,-0.6659708,0.1668193,0.2474744,47.381,4.72,-377.11,0.0454738,0.4505202,-0.8912864,-0.0239216,-178.098,27.183,171.969
445040,-0.2164694,0.8502483,0.1493339,-0.4559804,-70.647,6.376,7.992,0.3370365,-0.0946751,-0.7305426,-0.5863024,-110.123,49.16,-18.916,0.6837828,-0.6657698,0.1671659,0.2474816,47.302,4.622,-377.153,0.0455993,0.450501,-0.8912832,-0.0241615,-178.188,27.223,171.99
445048,-0.2156702,0.8504777,0.1492243,-0.4559673,-70.588,6.368,8.001,0.335753,-0.0986936,-0.732295,-0.5841862,-110.147,48.151,-18.975,0.6841599,-0.6651344,0.1675257,0.2479044,47.042,4.716,-377.065,0.0457668,0.4499508,-0.8915687,-0.0235562,-177.842,27.49,171.98
445056,-0.2153906,0.8504478,0.1497772,-0.4559739,-70.591,6.413,7.949,0.3324464,-0.0952358,-0.7333348,-0.5853457,-110.478,48.362,-18.571,0.6842916,-0.665072,0.1670585,0.2480235,47.11,4.981,-377.034,0.0457371,0.4500092,-0.8915497,-0.0232157,-177.739,27.433,171.928
445064,-0.2149725,0.8504889,0.1502559,-0.455937,-70.696,6.432,7.935,0.3304428,-0.0935984,-0.7362321,-0.5831031,-110.819,49.33,-19.001,0.6840505,-0.6656801,0.1663654,0.2475227,47.453,4.953,-377.093,0.0452615,0.4508701,-0.891117,-0.0240404,-178.092,27.114,172.123
445072,-0.2143767,0.8506744,0.1504141,-0.4558193,-70.861,6.34,7.943,0.3291718,-0.0995879,-0.7388253,-0.579539,-110.002,49.395,-19.673,0.6838426,-0.6660429,0.16623,0.2472121,47.578,4.816,-377.131,0.0450019,0.4513661,-0.8908565,-0.0248628,-178.34,26.976,172.259
445080,-0.2142527,0.8508714,0.1506277,-0.4554393,-70.846,6.347,7.952,0.3280116,-0.1033191,-0.7401085,-0.5779039,-109.927,48.731,-19.545,0.6836008,-0.6660981,0.166444,0.2475879,47.372,4.873,-377.058,0.0450313,0.4508418,-0.8911151,-0.0250536,-178.053,27.015,172.184
445088,-0.2140893,0.8509418,0.1506028,-0.4553927,-70.865,6.297,7.876,0.3260822,-0.1028846,-0.7415183,-0.5772658,-110.461,48.32,-19.18,0.6834861,-0.6661912,0.1661883,0.2478257,47.367,5.051,-377.161,0.0452099,0.4508046,-0.8911093,-0.025605,-177.999,26.828,172.138
445096,-0.2135127,0.8511572,0.1503598,-0.4553413,-70.851,6.368,7.882,0.3227707,-0.1011703,-0.744127,-0.5760717,-110.359,49.35,-19.451,0.683305,-0.6666448,0.1657817,0.2473772,47.64,4.953,-377.234,0.0450687,0.4512734,-0.890855,-0.0264292,-178.255,26.671,172.287
445104,-0.2126319,0.8515747,0.1499152,-0.4551194,-70.823,6.35,7.89,0.3187361,-0.104798,-0.7481043,-0.5725073,-109.494,49.173,-20.471,0.6834006,-0.6664862,0.1662285,0.2472406,47.599,4.719,-377.201,0.0455647,0.4511582,-0.8908899,-0.0263693,-178.295,26.924,172.256
445112,-0.212361,0.8519239,0.1495777,-0.4547031,-70.738,6.278,7.898,0.3180715,-0.1091632,-0.7492085,-0.5706142,-109.176,48.952,-20.223,0.6833104,-0.6662132,0.1669358,0.2477486,47.265,4.688,-377.097,0.0461147,0.4504762,-0.8912003,-0.0265825,-177.99,27.192,172.085
445120,-0.2119863,0.8520793,0.1493257,-0.4546697,-70.708,6.226,7.857,0.3143488,-0.1067995,-0.7511116,-0.5706225,-109.798,48.279,-19.716,0.683445,-0.6660039,0.1669059,0.2479601,47.228,4.781,-377.159,0.0461749,0.4502867,-0.891304,-0.0262096,-177.916,27.211,172.061
445128,-0.211614,0.8522295,0.1496311,-0.4544611,-70.762,6.261,7.87,0.3135766,-0.1110494,-0.754772,-0.5653821,-109.325,49.435,-20.808,0.6833897,-0.6662659,0.1666493,0.2475811,47.453,4.721,-377.214,0.0458111,0.4505049,-0.8912338,-0.0254745,-178.13,27.112,172.071
445136,-0.2107649,0.8525217,0.1495212,-0.4543438,-70.802,6.206,7.844,0.3131328,-0.1175857,-0.7569815,-0.5613381,-108.417,49.821,-21.342,0.6836928,-0.6658931,0.1669801,0.2475241,47.408,4.604,-377.193,0.0461529,0.4503415,-0.8913217,-0.0246582,-178.106,27.374,172.027
445144,-0.2103221,0.8527776,0.1494707,-0.4540853,-70.693,6.138,7.828,0.3104968,-0.1189063,-0.7590475,-0.559732,-108.513,49.214,-21.202,0.6841032,-0.6650942,0.1675878,0.2481267,47.036,4.719,-377.111,0.0467411,0.4495288,-0.8917262,-0.0237404,-177.693,27.743,171.843
