Frame,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
431200,-0.0968171,0.8787947,0.1265352,-0.4498169,-70.22,-2.891,4.851,0.0081874,0.6638854,0.7475509,0.0188892,-84.068,-6.764,-52.171,0.681747,-0.6682661,0.1659023,0.2472202,47.645,4.561,-377.133,0.0444045,0.4518796,-0.8904963,-0.0291449,-178.557,26.292,172.347
431208,-0.0966462,0.8787613,0.1263425,-0.4499729,-70.299,-2.95,4.822,0.008253,0.6638311,0.7476029,0.0187123,-84.288,-6.888,-52.186,0.6818436,-0.6682621,0.1657213,0.2470859,47.773,4.546,-377.235,0.0443658,0.4517518,-0.8905772,-0.0287105,-178.613,26.207,172.4
431216,-0.096588,0.8787202,0.1264352,-0.4500397,-70.32,-2.977,4.828,0.0084228,0.6639251,0.7475252,0.0183984,-84.299,-6.977,-52.167,0.6820061,-0.6679405,0.1660146,0.2473101,47.642,4.536,-377.287,0.0449993,0.4513267,-0.8907712,-0.0283875,-178.465,26.334,172.283
431224,-0.0964275,0.8788387,0.1261806,-0.4499141,-70.208,-2.894,4.875,0.0088678,0.6644491,0.7470555,0.0183515,-84.102,-6.913,-52.105,0.6821801,-0.6675529,0.1666392,0.2474567,47.445,4.482,-377.16,0.0451756,0.4509348,-0.8909781,-0.0278394,-178.306,26.654,172.158
431232,-0.0962882,0.8788774,0.1261663,-0.4498724,-70.15,-2.929,4.902,0.0093929,0.66486,0.7466896,0.0180988,-83.999,-6.928,-52.044,0.6825206,-0.6671131,0.166993,0.2474655,47.402,4.458,-377.142,0.0451647,0.4504663,-0.8912458,-0.0268541,-178.209,26.891,172.14
431240,-0.0959921,0.8788517,0.1256753,-0.4501232,-70.096,-3.059,4.883,0.0098179,0.6650187,0.7465563,0.0175335,-83.969,-7.083,-52.007,0.6829207,-0.6666587,0.167111,0.2475065,47.396,4.438,-377.197,0.0454769,0.4500905,-0.8914524,-0.0257503,-178.108,27.078,172.137
431248,-0.0958989,0.8788607,0.1255159,-0.45017,-70.123,-3.123,4.931,0.0099318,0.6650298,0.7465492,0.0173494,-84.031,-7.215,-51.959,0.6830404,-0.6664816,0.1672419,0.2475645,47.355,4.398,-377.284,0.045633,0.4499383,-0.8915358,-0.0252395,-178.13,27.045,172.102
431256,-0.0958884,0.8788694,0.1258134,-0.4500722,-69.974,-3.099,4.975,0.0104822,0.6652257,0.7463789,0.0168341,-83.815,-7.187,-51.999,0.6834073,-0.6658967,0.1677857,0.2477577,47.146,4.397,-377.166,0.0458623,0.4495057,-0.8917715,-0.024182,-177.911,27.428,171.984
431264,-0.0960423,0.8788881,0.1255409,-0.450079,-69.799,-3.167,4.971,0.0108404,0.6656653,0.7459888,0.0165201,-83.584,-7.173,-52.044,0.6836213,-0.6654867,0.1681514,0.2480213,46.987,4.444,-377.111,0.0457043,0.448955,-0.8920833,-0.0231937,-177.696,27.644,171.945
431272,-0.0961086,0.8786866,0.1259223,-0.4503517,-69.861,-3.249,4.933,0.0107468,0.6655109,0.7461395,0.0159901,-83.742,-7.333,-52.12,0.6839202,-0.6652372,0.1678054,0.2481006,47.063,4.601,-377.219,0.0457004,0.4491162,-0.8920225,-0.0224055,-177.749,27.571,171.963
431280,-0.0957901,0.8785564,0.126425,-0.4505326,-69.939,-3.234,4.929,0.0109409,0.6653261,0.7463129,0.0154419,-83.874,-7.509,-52.092,0.6843452,-0.6648751,0.1677006,0.2479704,47.131,4.616,-377.284,0.0460463,0.4493846,-0.8918872,-0.021691,-177.866,27.629,171.927
431288,-0.0959046,0.8785806,0.1266024,-0.4504112,-69.752,-3.162,4.953,0.0111519,0.6653793,0.7462685,0.0151456,-83.58,-7.351,-52.185,0.6844803,-0.6645537,0.1680608,0.2482147,46.912,4.664,-377.114,0.0461914,0.4491538,-0.8919997,-0.021535,-177.627,27.875,171.844
431296,-0.0960988,0.8784933,0.1267731,-0.4504921,-69.637,-3.172,4.897,0.011225,0.665674,0.746009,0.0149231,-83.418,-7.368,-52.295,0.6846224,-0.664353,0.1680081,0.2483961,46.832,4.818,-377.021,0.0458253,0.4491103,-0.8920477,-0.0212325,-177.481,27.983,171.879
431304,-0.0960116,0.8782812,0.1272081,-0.4508016,-69.884,-3.279,4.848,0.0108323,0.6650631,0.7465639,0.0147007,-83.739,-7.488,-52.343,0.6847568,-0.664494,0.1671826,0.2482051,47.129,4.956,-377.224,0.0457613,0.4497835,-0.8917044,-0.0215398,-177.761,27.659,172.03
431312,-0.0956596,0.8782839,0.1272842,-0.4508495,-69.922,-3.195,4.911,0.0107783,0.6645409,0.7470325,0.0145507,-83.857,-7.532,-52.317,0.6848624,-0.6645699,0.1668913,0.2479066,47.258,4.895,-377.212,0.0457869,0.4502867,-0.8914504,-0.0214839,-177.908,27.632,172.09
431320,-0.0958077,0.8782503,0.1276009,-0.4507941,-69.909,-3.127,4.867,0.0105342,0.6643528,0.7472018,0.0146251,-83.809,-7.402,-52.441,0.6847625,-0.6646461,0.1668263,0.2480219,47.186,5.023,-377.115,0.045831,0.4506219,-0.8912542,-0.0224791,-177.872,27.653,172.049
431328,-0.0962,0.8781547,0.1279005,-0.4508118,-69.847,-3.111,4.793,0.0101926,0.6644874,0.7470853,0.0147042,-83.677,-7.249,-52.574,0.6846315,-0.664766,0.1665919,0.2482197,47.152,5.189,-377.002,0.0455114,0.4507129,-0.8912085,-0.0231097,-177.74,27.631,172.113
431336,-0.0960053,0.8781571,0.1273149,-0.4510144,-69.859,-3.157,4.74,0.0098699,0.6643483,0.7472127,0.0147373,-83.834,-7.332,-52.579,0.6845491,-0.664993,0.1661628,0.2481265,47.276,5.22,-377.112,0.0451974,0.4509418,-0.8910937,-0.0236781,-177.818,27.407,172.306
431344,-0.095872,0.8781972,0.1276186,-0.4508788,-70.06,-3.08,4.805,0.009543,0.6638802,0.7476237,0.0151935,-84.093,-7.355,-52.519,0.6842075,-0.6656031,0.1657935,0.2476794,47.504,5.074,-377.209,0.0450071,0.4516562,-0.8907252,-0.0242803,-178.18,27.112,172.368
431352,-0.0959654,0.8783483,0.1271761,-0.4506896,-69.941,-2.966,4.775,0.0093795,0.6639026,0.7475956,0.0156896,-83.989,-7.165,-52.537,0.6838431,-0.6659634,0.1658989,0.2476467,47.468,5.023,-377.051,0.0450217,0.4517027,-0.890674,-0.0252512,-178.139,27.138,172.319
431360,-0.0965219,0.8784208,0.1271918,-0.450425,-69.864,-2.932,4.783,0.0089661,0.6639723,0.7475279,0.016198,-83.853,-6.957,-52.635,0.6833972,-0.6663688,0.1658002,0.2478531,47.401,5.121,-376.923,0.0446293,0.4516916,-0.8906507,-0.0269114,-177.995,27.023,172.42
431368,-0.0966173,0.87846,0.1269575,-0.4503942,-69.982,-2.975,4.769,0.0085243,0.6637461,0.7477192,0.0168671,-84.054,-7.044,-52.528,0.6830059,-0.6669709,0.1653743,0.2475967,47.59,5.067,-377.077,0.0441653,0.4519494,-0.8905288,-0.0273793,-178.213,26.647,172.525
431376,-0.0963588,0.8786259,0.1265867,-0.4502304,-70.062,-2.919,4.845,0.0084942,0.6635248,0.7479034,0.017415,-84.242,-7.01,-52.378,0.6826796,-0.667481,0.165367,0.2471262,47.768,4.796,-377.148,0.0440861,0.4522982,-0.8903394,-0.0278999,-178.524,26.448,172.577
431384,-0.0962373,0.878708,0.1261585,-0.4502163,-69.951,-2.882,4.759,0.0086724,0.663752,0.747699,0.0174427,-84.099,-6.889,-52.388,0.6826383,-0.6673582,0.1658188,0.2472694,47.596,4.756,-377.001,0.0445282,0.4518936,-0.890515,-0.0281518,-178.307,26.706,172.435
431392,-0.0965675,0.8787318,0.1255403,-0.4502719,-69.851,-2.929,4.669,0.0085128,0.6643097,0.7472032,0.0175352,-83.96,-6.834,-52.489,0.6824724,-0.6672727,0.1660283,0.2478167,47.409,4.925,-376.974,0.0447283,0.4512119,-0.8908365,-0.0285918,-178.01,26.737,172.342
431400,-0.0968872,0.8787413,0.1257471,-0.450127,-69.922,-2.944,4.697,0.0082918,0.6643162,0.7471863,0.0181072,-84.046,-6.852,-52.399,0.6821473,-0.667733,0.1658077,0.2476198,47.552,4.845,-377.085,0.0441369,0.4511672,-0.8908861,-0.0286729,-178.172,26.401,172.443
431408,-0.0960974,0.8788846,0.1253765,-0.4501199,-70.045,-2.918,4.796,0.0088806,0.6640902,0.7473833,0.017985,-84.209,-6.926,-52.203,0.6824297,-0.6675577,0.1660773,0.2471331,47.694,4.579,-377.179,0.0446764,0.451325,-0.8908034,-0.0279105,-178.447,26.557,172.368
431416,-0.0957273,0.8789594,0.125135,-0.4501199,-69.936,-2.851,4.777,0.0095132,0.6643646,0.7471394,0.0176583,-83.994,-6.809,-52.163,0.6827479,-0.6670346,0.1667706,0.2471997,47.513,4.48,-377.014,0.0454577,0.4509126,-0.8909985,-0.0270778,-178.262,27.039,172.128
431424,-0.0963447,0.8788184,0.125707,-0.450104,-69.834,-2.883,4.755,0.0095254,0.6648699,0.7466942,0.0174675,-83.744,-6.734,-52.248,0.6828814,-0.6666202,0.1669974,0.2477952,47.276,4.697,-376.902,0.0458063,0.4502181,-0.8913344,-0.02699,-177.873,27.241,172.003
431432,-0.0959103,0.8787757,0.1253078,-0.4503915,-69.855,-2.991,4.763,0.0098654,0.6649884,0.7465995,0.0168026,-83.814,-6.89,-52.196,0.6833951,-0.6660323,0.1671089,0.2478847,47.265,4.715,-377.04,0.0459562,0.4499067,-0.8915191,-0.025802,-177.828,27.383,172.056
431440,-0.0952392,0.8788212,0.12516,-0.450486,-69.945,-3.043,4.833,0.0105431,0.6649037,0.7466754,0.0163599,-83.942,-7.132,-52.044,0.6838305,-0.6656089,0.1674569,0.247586,47.31,4.509,-377.227,0.0465095,0.4498954,-0.8915308,-0.0245742,-178.037,27.547,171.974
431448,-0.0950916,0.8788034,0.1249666,-0.4506057,-69.788,-3.035,4.823,0.0110163,0.6650934,0.7465155,0.015623,-83.839,-7.112,-52.116,0.6842844,-0.6649239,0.1679193,0.2478591,47.138,4.56,-377.125,0.0473821,0.4494646,-0.8917276,-0.0236295,-177.825,27.937,171.728
431456,-0.0955725,0.8787055,0.1254112,-0.4505714,-69.636,-3.086,4.8,0.0111129,0.6654912,0.7461695,0.0151333,-83.564,-7.139,-52.265,0.6845241,-0.6643757,0.168173,0.2484945,46.857,4.815,-377.004,0.0474056,0.4489806,-0.8919796,-0.0232723,-177.46,28.189,171.658
431464,-0.0958401,0.8786255,0.1257525,-0.4505755,-69.683,-3.146,4.838,0.0109946,0.6656059,0.746069,0.0151287,-83.561,-7.262,-52.27,0.684532,-0.6644265,0.1679106,0.2485143,46.922,4.875,-377.093,0.0469747,0.4492917,-0.8918351,-0.023676,-177.601,27.982,171.842
431472,-0.0954604,0.8785574,0.1262036,-0.4506626,-69.767,-3.102,4.898,0.011288,0.6651041,0.7465179,0.0148409,-83.776,-7.344,-52.212,0.6847999,-0.6643866,0.167769,0.2479779,47.129,4.718,-377.173,0.0468878,0.449815,-0.8916042,-0.0225815,-177.937,27.949,171.845
431480,-0.0950381,0.8785534,0.1260189,-0.4508113,-69.681,-3.079,4.887,0.0116442,0.6650684,0.7465581,0.0141237,-83.687,-7.387,-52.26,0.68525,-0.6637831,0.1680368,0.2481697,46.981,4.774,-377.081,0.0474563,0.4495699,-0.8917301,-0.0212676,-177.728,28.31,171.667
431488,-0.095541,0.8784689,0.1260563,-0.4508592,-69.45,-3.141,4.894,0.0113705,0.665437,0.7462397,0.0138055,-83.42,-7.338,-52.36,0.685392,-0.6634326,0.1679743,0.2487561,46.744,5.029,-376.944,0.047351,0.4493638,-0.8918353,-0.0214449,-177.352,28.413,171.733
431496,-0.0960241,0.8783461,0.1266706,-0.4508238,-69.546,-3.158,4.874,0.0108086,0.6651556,0.7464909,0.0142324,-83.533,-7.401,-52.405,0.6850786,-0.6639388,0.1673568,0.248685,46.898,5.156,-377.042,0.0465116,0.449691,-0.8917064,-0.0217793,-177.476,28.007,171.88
431504,-0.0953794,0.8783228,0.1266669,-0.4510071,-69.819,-3.22,4.845,0.0108628,0.66456,0.7470171,0.0144032,-83.876,-7.543,-52.278,0.6850968,-0.6642786,0.166999,0.2479671,47.234,4.966,-377.245,0.0463411,0.4504628,-0.891336,-0.0213499,-177.972,27.794,171.943
431512,-0.0954855,0.8783307,0.1267795,-0.4509375,-69.765,-3.144,4.815,0.0106689,0.6644011,0.7471588,0.0145312,-83.842,-7.505,-52.327,0.6849167,-0.6644706,0.166933,0.2479947,47.196,4.979,-377.142,0.0464224,0.4507732,-0.8911646,-0.0217763,-177.98,27.77,171.879
431520,-0.0962034,0.8783132,0.126853,-0.4507984,-69.679,-3.18,4.785,0.0099896,0.6646705,0.7469211,0.0149052,-83.637,-7.33,-52.484,0.6844915,-0.6648012,0.1666711,0.2484583,47.056,5.205,-376.977,0.0461266,0.450795,-0.8911271,-0.0234225,-177.753,27.609,171.932
431528,-0.0964239,0.8783224,0.1270849,-0.4506679,-69.822,-3.167,4.809,0.0094762,0.6644959,0.7470697,0.0155633,-83.718,-7.266,-52.481,0.684061,-0.6654523,0.1661791,0.2482305,47.237,5.212,-377.034,0.0452033,0.4511262,-0.8909818,-0.0243573,-177.914,27.203,172.149
431536,-0.09583,0.8783596,0.1270232,-0.4507395,-70.051,-3.116,4.8,0.0095082,0.6639553,0.7475446,0.0158134,-84.024,-7.342,-52.401,0.6839626,-0.6659117,0.1658168,0.2475109,47.576,5.012,-377.177,0.0450983,0.451928,-0.8905794,-0.0244057,-178.377,27.017,172.232
431544,-0.0958223,0.8784144,0.1269226,-0.4506628,-70.127,-3.118,4.778,0.0093084,0.6637125,0.7477564,0.0161089,-84.133,-7.334,-52.398,0.6837077,-0.6662048,0.1657723,0.2474561,47.588,4.973,-377.193,0.045309,0.4521545,-0.8904443,-0.0247463,-178.449,26.961,172.142
431552,-0.0964437,0.8784606,0.1267001,-0.4505027,-70.028,-3.139,4.787,0.0086518,0.663944,0.7475469,0.0166482,-83.955,-7.15,-52.468,0.6831869,-0.6666104,0.1656319,0.2478959,47.417,5.095,-377.073,0.0450513,0.4518818,-0.8905443,-0.0265359,-178.133,26.789,172.257
431560,-0.0968344,0.8785108,0.1269945,-0.4502381,-70.159,-3.07,4.798,0.0082099,0.6639721,0.7475066,0.0175371,-83.987,-6.979,-52.475,0.6826224,-0.667352,0.1653101,0.2476702,47.583,5.08,-377.083,0.0445642,0.451998,-0.8904784,-0.0275692,-178.254,26.499,172.311
431568,-0.096455,0.8786259,0.1269335,-0.450112,-70.386,-3.036,4.822,0.0083275,0.6634306,0.7479683,0.0182714,-84.246,-7.013,-52.278,0.6822083,-0.6680599,0.1652761,0.2469244,47.865,4.708,-377.221,0.0441425,0.4524749,-0.8902305,-0.0284193,-178.728,26.196,172.47
431576,-0.096574,0.8787549,0.1262987,-0.4500132,-70.326,-3.043,4.771,0.0081784,0.6635281,0.7478732,0.0186866,-84.283,-6.953,-52.271,0.6818448,-0.6683486,0.1654802,0.2470105,47.792,4.636,-377.242,0.0444966,0.452424,-0.8902076,-0.0293779,-178.746,26.092,172.362
431584,-0.0967085,0.8788401,0.1256525,-0.4499988,-70.117,-2.977,4.846,0.0080557,0.6639865,0.7474755,0.0183702,-84.091,-6.825,-52.331,0.6819833,-0.6679343,0.1656301,0.2476474,47.55,4.813,-377.08,0.0449455,0.4518876,-0.8904479,-0.0296647,-178.332,26.321,172.327
431592,-0.0970936,0.8789182,0.1256617,-0.4497607,-70.095,-2.965,4.88,0.0079701,0.6639353,0.7475061,0.0189996,-84.005,-6.661,-52.311,0.6816003,-0.6683411,0.1657183,0.2475454,47.569,4.751,-377.064,0.0446902,0.4517199,-0.8905245,-0.0302982,-178.35,26.189,172.306
431600,-0.0966187,0.878976,0.1257779,-0.4497176,-70.245,-2.927,4.904,0.0084464,0.6637718,0.7476398,0.0192461,-84.097,-6.7,-52.128,0.6816329,-0.6684624,0.1659533,0.2469698,47.733,4.467,-377.15,0.0445279,0.4516349,-0.8906116,-0.0292256,-178.587,26.2,172.29
431608,-0.0963152,0.8789298,0.1258916,-0.4498411,-70.23,-2.964,4.847,0.008911,0.6637719,0.7476476,0.0187206,-84.115,-6.82,-52.085,0.6820058,-0.6679631,0.166334,0.2470351,47.621,4.398,-377.165,0.0451039,0.4511284,-0.8908723,-0.0282042,-178.441,26.437,172.182
431616,-0.0969268,0.8788684,0.1256894,-0.4498864,-69.977,-2.974,4.831,0.0087085,0.6643315,0.7471599,0.0184397,-83.889,-6.728,-52.194,0.6820448,-0.6675606,0.1665802,0.2478482,47.307,4.621,-377.064,0.0455848,0.450408,-0.8911961,-0.0287105,-177.987,26.587,172.09
431624,-0.0967845,0.878854,0.1257055,-0.4499406,-69.906,-2.974,4.824,0.0091279,0.6647064,0.7468283,0.0181561,-83.787,-6.757,-52.147,0.6823914,-0.6671271,0.1668787,0.2478607,47.27,4.625,-377.045,0.045393,0.4501482,-0.8913662,-0.0277922,-177.948,26.825,172.097
431632,-0.0961778,0.8788455,0.125569,-0.4501253,-69.965,-3.047,4.808,0.0098844,0.6646159,0.7469083,0.0177738,-83.818,-6.945,-52.001,0.6827717,-0.666745,0.1673293,0.2475376,47.313,4.396,-377.173,0.0458419,0.4500457,-0.8914273,-0.0267332,-178.137,26.999,172.017
431640,-0.0960019,0.8787709,0.1257856,-0.4502481,-69.939,-3.112,4.796,0.0103434,0.664778,0.7467711,0.0172097,-83.785,-7.085,-51.951,0.68316,-0.6662155,0.1676783,0.2476556,47.195,4.341,-377.179,0.0462778,0.4497162,-0.8916142,-0.0252541,-178.037,27.255,171.891
431648,-0.0959038,0.878603,0.1258052,-0.450591,-69.849,-3.144,4.783,0.0104186,0.6651449,0.7464676,0.0161223,-83.654,-7.134,-52.095,0.683845,-0.6652455,0.1677239,0.248341,46.957,4.677,-377.067,0.0469881,0.4492796,-0.8918222,-0.024355,-177.626,27.624,171.765
431656,-0.096305,0.8784571,0.1265601,-0.4505785,-69.785,-3.109,4.79,0.0104143,0.6652097,0.7464142,0.0159185,-83.555,-7.16,-52.179,0.6839914,-0.6650865,0.1676147,0.2484371,46.946,4.817,-377.007,0.0467752,0.4493485,-0.891814,-0.023785,-177.575,27.671,171.739
431664,-0.0958403,0.8783973,0.1267307,-0.4507461,-69.823,-3.142,4.723,0.0110703,0.66525,0.7463778,0.0154948,-83.597,-7.37,-52.148,0.6843697,-0.6647778,0.1678249,0.2480796,47.037,4.706,-377.132,0.0467541,0.449563,-0.8917262,-0.0230534,-177.784,27.845,171.803
431672,-0.0951258,0.8783595,0.1263112,-0.4510888,-69.908,-3.23,4.699,0.0113569,0.665244,0.7463957,0.0146604,-83.68,-7.49,-52.176,0.6849141,-0.6641743,0.1678405,0.248183,47.01,4.762,-377.198,0.0470673,0.4494847,-0.8917816,-0.0217653,-177.751,28.007,171.778
431680,-0.0951449,0.8782537,0.1261496,-0.4513361,-69.747,-3.22,4.693,0.0112102,0.6653389,0.7463291,0.0138308,-83.63,-7.551,-52.338,0.6853564,-0.6635662,0.1676226,0.2487351,46.849,5.069,-377.098,0.0474871,0.4493745,-0.8918301,-0.0211307,-177.426,28.195,171.703
431688,-0.0954594,0.8782534,0.1264785,-0.4511781,-69.682,-3.128,4.76,0.0110404,0.6652224,0.7464351,0.0138488,-83.562,-7.49,-52.449,0.6853016,-0.663677,0.1674047,0.248737,46.89,5.182,-377.042,0.0470048,0.4496864,-0.8916959,-0.0212414,-177.485,28.112,171.732
431696,-0.095022,0.8782516,0.1264779,-0.4512741,-69.754,-3.106,4.718,0.0112808,0.664917,0.7467017,0.0139508,-83.642,-7.518,-52.352,0.685403,-0.663789,0.167307,0.2482242,47.079,5.052,-377.096,0.0465604,0.4501763,-0.8914758,-0.0210814,-177.748,28.117,171.889
431704,-0.095176,0.8782349,0.1268334,-0.4511744,-69.826,-3.132,4.732,0.0109784,0.6646264,0.746961,0.014162,-83.676,-7.516,-52.363,0.685116,-0.6641314,0.1671235,0.2482241,47.067,4.999,-377.141,0.0463434,0.4505946,-0.8912619,-0.0216572,-177.856,27.882,171.982
431712,-0.095557,0.8780917,0.1272353,-0.4512594,-69.795,-3.067,4.699,0.0103735,0.6646478,0.7469508,0.0141484,-83.718,-7.486,-52.49,0.6850486,-0.6642035,0.1666085,0.2485633,47.029,5.275,-377.026,0.0462583,0.4508708,-0.8911098,-0.0223364,-177.692,27.783,172.017
431720,-0.0959279,0.8781294,0.1272626,-0.4510996,-69.744,-2.999,4.741,0.009896,0.6644533,0.7471265,0.0143467,-83.8,-7.425,-52.607,0.6848673,-0.6644881,0.1661957,0.2485786,47.129,5.433,-377.073,0.0458923,0.4512863,-0.8908939,-0.0232951,-177.802,27.574,172.114
431728,-0.0961518,0.8782165,0.1275061,-0.4508135,-69.824,-2.982,4.728,0.009674,0.6642336,0.7473057,0.0153066,-83.833,-7.371,-52.523,0.6842759,-0.6653239,0.1660435,0.2480727,47.312,5.24,-377.153,0.0451542,0.4517201,-0.8906964,-0.0238735,-178.127,27.234,172.199
431736,-0.0956474,0.8783239,0.1270672,-0.4508354,-69.909,-2.962,4.75,0.0096762,0.6641396,0.7473874,0.0153983,-83.865,-7.337,-52.408,0.6841878,-0.6654572,0.1660632,0.247945,47.335,5.071,-377.134,0.045253,0.4517299,-0.8906758,-0.024269,-178.126,27.248,172.299
431744,-0.0960459,0.8782951,0.1271596,-0.4507807,-69.953,-2.959,4.758,0.008995,0.663974,0.7475359,0.0157387,-83.934,-7.263,-52.464,0.6838332,-0.665834,0.1656596,0.2481817,47.325,5.198,-377.108,0.0451824,0.451854,-0.8905836,-0.0254434,-178.054,26.987,172.342
431752,-0.0967911,0.878243,0.1276308,-0.4505897,-69.941,-2.878,4.713,0.0083615,0.6638823,0.7476067,0.0165704,-83.979,-7.136,-52.547,0.6832622,-0.6665502,0.1652745,0.2480886,47.426,5.291,-377.059,0.0447056,0.4521292,-0.8904334,-0.0266245,-178.105,26.735,172.359
431760,-0.0972028,0.8783908,0.1277835,-0.4501696,-70.012,-2.892,4.735,0.0081998,0.6637998,0.7476561,0.0176908,-84.042,-7.035,-52.435,0.6825475,-0.6674437,0.1653262,0.2476187,47.59,5.031,-377.181,0.0442125,0.4522937,-0.8903329,-0.0279816,-178.409,26.394,172.442
431768,-0.0966859,0.8785246,0.1272226,-0.4501786,-70.149,-2.966,4.807,0.0083121,0.6638902,0.7475712,0.0178323,-84.123,-7.084,-52.246,0.6824681,-0.6675476,0.1654419,0.2474803,47.621,4.804,-377.239,0.0444536,0.4522221,-0.89034,-0.028525,-178.438,26.416,172.583
431776,-0.096954,0.878554,0.1270242,-0.4501196,-70.172,-2.969,4.771,0.0078347,0.6640438,0.7474307,0.0182149,-84.14,-6.979,-52.314,0.6821121,-0.6678335,0.1653505,0.2477513,47.528,4.906,-377.164,0.04445,0.4519845,-0.8904314,-0.0294311,-178.271,26.263,172.523
431784,-0.0969829,0.8785735,0.1270006,-0.450082,-70.164,-2.904,4.779,0.0078613,0.6638449,0.7476074,0.0182018,-84.216,-6.895,-52.369,0.6821867,-0.667821,0.1652848,0.2476234,47.625,4.959,-377.135,0.0446178,0.451889,-0.8904707,-0.0294527,-178.277,26.323,172.446
431792,-0.0968989,0.8786396,0.1268785,-0.4500055,-70.216,-2.936,4.742,0.0081043,0.6638837,0.7475613,0.0185708,-84.15,-6.867,-52.281,0.6820066,-0.6680567,0.1655255,0.247323,47.699,4.766,-377.199,0.0445042,0.451691,-0.8905749,-0.0295108,-178.365,26.318,172.465
431800,-0.096775,0.8787552,0.126566,-0.4498943,-70.308,-3.038,4.783,0.0083358,0.66421,0.7472622,0.0188356,-84.09,-6.921,-52.127,0.681781,-0.6681467,0.1659896,0.2473907,47.586,4.541,-377.252,0.044654,0.4510466,-0.890906,-0.0291448,-178.282,26.35,172.419
431808,-0.0967464,0.8787261,0.126604,-0.4499467,-70.295,-2.997,4.861,0.008441,0.6642826,0.7472029,0.0185784,-84.147,-6.916,-52.085,0.6819608,-0.6678851,0.166068,0.2475487,47.537,4.534,-377.204,0.0450821,0.4508655,-0.8909872,-0.0288056,-178.182,26.478,172.372
431816,-0.09692,0.8787315,0.1265122,-0.4499247,-70.208,-2.957,4.842,0.0085347,0.6643212,0.7471685,0.0185411,-84.128,-6.903,-52.16,0.6820228,-0.6677681,0.1661918,0.2476103,47.512,4.622,-377.187,0.0453139,0.4507412,-0.8910487,-0.028481,-178.163,26.557,172.197
431824,-0.0969365,0.8787469,0.1265235,-0.4498879,-70.184,-3.02,4.828,0.0090302,0.6645962,0.7469183,0.0185284,-84.018,-6.896,-52.094,0.6821267,-0.6675939,0.1666414,0.2474919,47.497,4.494,-377.204,0.0453019,0.4503612,-0.8912636,-0.0277784,-178.17,26.745,172.15
431832,-0.0963391,0.8788308,0.1260902,-0.4499738,-70.203,-3.101,4.91,0.0096424,0.6648493,0.7466969,0.018063,-83.918,-6.976,-51.898,0.6825204,-0.6670398,0.1671466,0.2475597,47.378,4.31,-377.2,0.0457468,0.4497424,-0.891581,-0.0268767,-178.034,26.977,172.146
431840,-0.0962071,0.8787752,0.1260608,-0.4501189,-70.181,-3.14,4.912,0.0098312,0.6651042,0.7464797,0.017545,-83.903,-7.082,-51.949,0.6828361,-0.6665774,0.1673144,0.247821,47.247,4.398,-377.189,0.045888,0.4495307,-0.8917101,-0.0258759,-177.925,27.112,172.055
431848,-0.0965697,0.8786973,0.1265862,-0.4500459,-70.115,-3.105,4.929,0.009858,0.6648602,0.7467,0.0174046,-83.917,-7.038,-52.039,0.683,-0.666427,0.1672752,0.2478005,47.26,4.517,-377.169,0.0458496,0.4497962,-0.8915997,-0.0251234,-178.013,27.137,171.919
431856,-0.0962522,0.8786109,0.1266186,-0.4502733,-70.073,-3.137,4.914,0.0104242,0.6652917,0.7463207,0.0168454,-83.75,-7.129,-52.026,0.6834866,-0.6658701,0.1675053,0.2478004,47.232,4.524,-377.172,0.0462526,0.449599,-0.891707,-0.0240844,-177.94,27.444,171.866
431864,-0.0957456,0.8786619,0.1262185,-0.4503942,-70.014,-3.248,4.958,0.010987,0.6655231,0.7461213,0.0161671,-83.669,-7.32,-51.91,0.6839494,-0.6652267,0.1679409,0.2479567,47.085,4.416,-377.197,0.0466055,0.4491631,-0.8919359,-0.0230374,-177.808,27.704,171.894
431872,-0.0952614,0.8784951,0.1263193,-0.4507938,-70.055,-3.267,4.945,0.0112093,0.6653655,0.7462776,0.0152559,-83.75,-7.47,-51.971,0.6845765,-0.6645791,0.1677782,0.2480726,47.061,4.556,-377.189,0.0473351,0.4494022,-0.8917907,-0.0225058,-177.768,27.847,171.824
431880,-0.094966,0.8783957,0.1264137,-0.4510234,-69.94,-3.175,4.948,0.0114038,0.6649833,0.7466316,0.0144383,-83.84,-7.458,-52.097,0.6852472,-0.6639569,0.1675619,0.2480332,47.125,4.774,-377.139,0.0476764,0.4497592,-0.8916182,-0.0214617,-177.782,28.101,171.73
431888,-0.0948014,0.8783521,0.1262746,-0.4511819,-69.892,-3.255,4.906,0.0116663,0.6651996,0.7464452,0.0138898,-83.733,-7.519,-52.189,0.6856351,-0.6635041,0.1675937,0.2481514,47.096,4.909,-377.161,0.0476975,0.4496285,-0.8916981,-0.0208263,-177.675,28.274,171.736
431896,-0.0946932,0.8783979,0.1260646,-0.4511741,-69.879,-3.343,4.948,0.0117347,0.6654024,0.7462642,0.0138446,-83.697,-7.624,-52.079,0.6856757,-0.6634066,0.1676924,0.2482332,47.039,4.847,-377.208,0.0475243,0.4494449,-0.8918059,-0.0205652,-177.625,28.291,171.834
