224.63,-129.13,-255.22,89.027,-308.82,-231.8,79.144,-301.35,-202.19,104.24,-329.07,-218.96
219.77,-125.52,-255.03,78.254,-300.78,-230.31,69.659,-295.13,-204.34,97.033,-320.01,-213.66
214.56,-120.25,-255.46,63.673,-287.9,-230.54,56.546,-287.34,-208.46,84.217,-311.91,-212
207.37,-114.64,-256.11,45.583,-270.92,-233.47,44.536,-267.38,-204.31,66.608,-298.22,-211
200.13,-107.4,-257.35,25.75,-249.47,-237.99,26.328,-250.42,-201.76,43.284,-280.45,-215.6
192.8,-97.796,-258.64,5.874,-224.96,-243.44,4.762,-226.5,-209.32,24.019,-256.3,-217.08
184.83,-86.647,-260.01,-12.694,-194.75,-247.88,-13.03,-197.67,-213.21,0.686,-228.25,-221.03
178.72,-74.084,-262.58,-30.349,-159.57,-254.78,-32.899,-161.68,-222.65,-21.391,-193.75,-227.83
173.63,-60.341,-264.48,-44.001,-120.47,-259.78,-47.882,-121.12,-229.83,-40.776,-155.46,-234.68
170.57,-44.591,-266.18,-53.742,-78.813,-266.96,-59.795,-77.228,-238.22,-56.556,-112.88,-243.07
168.46,-28.671,-268.6,-58.835,-35.891,-272.21,-64.258,-32.249,-243.52,-65.447,-68.646,-248.85
168.48,-11.975,-270.47,-57.952,7.747,-275.38,-62.858,10.808,-247.1,-69.205,-23.616,-254.7
170.15,5.345,-271.54,-51.305,51.136,-278.3,-56.963,52.963,-251.35,-66.031,20.993,-260.63
174.6,20.191,-272.89,-40.413,92.096,-280.9,-46.934,92.259,-253.65,-60.034,61.969,-265.77
180.01,34.282,-273.38,-25.956,128.22,-282.17,-32.352,129.73,-256.05,-48.618,100.58,-268.08
185.04,46.369,-273.76,-9.116,160.42,-282.69,-15.447,162.37,-255.8,-34.461,135.34,-269.02
191.42,56.841,-273.96,8.462,187.45,-283.11,3.899,190.95,-254.66,-18.001,165.4,-268.31
197.75,64.006,-273.93,26.097,210.35,-283.07,23.208,215.22,-253.89,-0.979,190.65,-267.64
203.16,70.304,-274.3,40.872,226.76,-283.4,40.665,233.78,-253.33,14.429,210.29,-266.95
207.15,75.166,-274.72,52.916,237.62,-283.74,56.106,247.59,-252.61,27.858,225.58,-266.91
210.45,77.979,-275.07,62.48,246.28,-284.66,68.089,258.69,-252.26,38.368,236.31,-267.74
212.86,79.26,-274.86,67.29,250.81,-285.47,74.953,264.43,-253.3,45.718,242.53,-268.32
212.1,79.21,-275.11,66.879,250.13,-286.39,76.389,265.72,-254.13,46.624,244.1,-269.04
210.44,78.788,-275.55,62.557,245.85,-286.08,73.676,263.25,-253.55,43.266,240.45,-269.67
208.48,75.984,-275.03,55.185,239.72,-285.93,65.436,255.79,-254.59,36.151,233.66,-270.7
204.52,71.25,-274.8,44.365,229.23,-285.96,53.116,245.01,-255.13,25.695,222.09,-270.79
198.83,65.987,-274.81,29.982,213.97,-285.52,37.754,230.21,-254.23,11.334,205.27,-270.53
193.53,59.849,-274.99,13.797,194.38,-285.12,20.816,211.8,-253.21,-3.828,184.91,-269.73
187.9,50.236,-274.61,-2.609,171.37,-284.99,2.825,188.19,-252.56,-20.056,159.62,-269.48
181.7,39.235,-274.13,-19.201,142.43,-284.16,-15.755,159.78,-252.05,-35.767,129.09,-268.19
176.09,27.258,-273.25,-34.293,109.33,-282.97,-32.785,127.43,-251.19,-49.44,94.867,-266.91
172.46,13.632,-272.37,-46.343,72.871,-280.84,-46.708,91.635,-249.77,-59.872,57.232,-264.86
169.89,-1.831,-271.31,-54.772,33.879,-277.55,-57.368,52.996,-246.92,-66.49,17.947,-262.17
167.85,-17.267,-269.44,-58.851,-6.318,-273.19,-63.311,13.029,-243.32,-68.435,-23.363,-258.34
168.11,-32.473,-267.58,-58.056,-46.363,-268.5,-64.384,-27.614,-238.65,-65.772,-64.372,-253.87
170.22,-47.622,-266,-52.786,-85.165,-263.86,-60.674,-68.186,-233.74,-58.277,-104.31,-249.26
173.36,-60.906,-264.14,-43.674,-121.47,-259.25,-52.715,-107,-228.12,-46.824,-141.8,-243.88
177.91,-71.757,-262.51,-32.315,-155.05,-255.75,-41.619,-143.05,-222.72,-31.632,-176.43,-237.71
183.54,-82.726,-261.39,-18.428,-184.91,-251.61,-28.009,-174.59,-217.16,-16.496,-207.09,-233.91
188.17,-92.582,-260.66,-4.495,-208.94,-247.82,-13.612,-200.82,-213.24,0.484,-231.56,-229.12
193.29,-99.132,-259.89,8.581,-229.18,-245.47,1.169,-223.3,-209.85,16.958,-252.71,-225.35
198.86,-104.46,-258.92,20.73,-245.2,-242.78,14.786,-241.6,-207.25,33.063,-269.88,-221.18
201.78,-109.56,-258.03,30.445,-255.9,-239.44,26.378,-253.82,-205.87,45.723,-282.11,-216.97
203.45,-111.91,-257.5,36.491,-262.13,-237.66,34.245,-263.15,-204.02,54.718,-289.75,-215.9
205.41,-111.71,-257.33,39.199,-265.8,-237.57,38.379,-267.06,-203.88,58.848,-293.8,-215.05
205.51,-111.79,-257.37,38.685,-265.07,-237.54,37.998,-266.5,-203.78,57.926,-293.34,-215.15
203.24,-111.34,-257.92,34.601,-259.82,-237.74,33.348,-261.86,-205.2,53.144,-288.64,-215.74
200.33,-108.25,-258.42,27.654,-252.44,-239.85,25.798,-253.39,-207.21,44.977,-281.02,-217.29
197.1,-102.94,-258.89,17.72,-241.49,-242.92,15.326,-241.55,-210.55,33.503,-269.64,-219.86
192.71,-97.305,-259.63,5.902,-225.16,-245.69,3.278,-225.36,-213.84,19.745,-254,-223.04
187.65,-90.791,-260.75,-6.603,-205.38,-247.8,-9.68,-205.45,-217.46,5.08,-235.36,-225.56
182.44,-81.855,-261.98,-19.793,-182.01,-251.22,-23.357,-181.82,-221.15,-10.156,-213.38,-228.08
177.93,-72.589,-263.03,-32.423,-154.64,-255.09,-36.326,-154.24,-224.2,-26.253,-186.47,-231.69
174.09,-61.493,-264.16,-43.443,-123.81,-259.43,-47.789,-122.17,-227.72,-40.668,-155.39,-235.72
170.61,-48.368,-265.64,-51.757,-90.157,-263.28,-56.609,-87.706,-231.41,-52.28,-121.97,-239.81
168.54,-35.151,-267.32,-57.276,-54.721,-267.1,-62.36,-51.95,-235.24,-61.702,-86.741,-244.39
168.59,-22.363,-269.03,-59.178,-18.797,-271.24,-64.44,-16.066,-239.08,-67.456,-50.416,-250.13
168.92,-8.515,-270.01,-56.929,17.073,-274.45,-62.428,19.272,-243.18,-68.49,-14.016,-254.86
169.85,5.598,-271.16,-51.352,51.963,-276.7,-56.882,53.925,-247.36,-66.167,21.353,-258.99
172.97,18.156,-272.58,-43.037,84.789,-279.14,-48.498,87.076,-250.28,-61.162,55.684,-262.21
177.55,28.863,-273.02,-32.119,114.95,-281.83,-37.019,117.84,-252.38,-52.589,87.756,-264.37
181.71,38.741,-273.87,-19.817,141.03,-283.57,-24.058,144.88,-253.32,-42.126,116.05,-265.59
185.38,47.37,-274.69,-7.946,162.56,-284.44,-11.07,167.83,-253.68,-31.07,139.88,-266.24
189.41,54.228,-274.81,3.537,181.05,-285.39,1.968,187.94,-254.36,-20.173,160.81,-267.06
193.54,58.992,-274.97,13.995,195.69,-286.4,14.021,204.18,-254.96,-9.656,177.67,-267.76
196.66,62.705,-275.14,22.182,205.06,-287.06,23.777,215.46,-255.47,-1.368,189.3,-268.05
197.92,64.907,-275.28,26.974,210.29,-286.98,30.58,223.04,-255.48,4.468,197.18,-268.3
198.93,66.134,-275.33,29.161,213.45,-287.13,34.493,227.32,-255.51,7.842,201.07,-268.36
198.9,65.513,-275.04,28.288,212.69,-286.81,34.589,227.07,-256.19,7.873,200.87,-268.76
196.91,63.972,-275.24,24.6,208.01,-286.45,31.055,223.42,-256.18,4.532,196.6,-268.93
194.81,61.08,-274.97,17.934,199.86,-286.06,23.901,215.03,-256.17,-1.316,188.21,-268.87
191.85,56.556,-274.88,8.815,188.3,-285.78,14.355,203.34,-255.7,-10.053,175.52,-268.27
187.31,50.522,-274.51,-1.915,172.84,-285.21,2.999,187.71,-254.32,-20.263,158.7,-267.24
183.52,43.849,-274.32,-13.591,153.05,-283.92,-9.692,168.38,-252.74,-31.255,138,-266.02
180.17,35.274,-273.74,-25.098,130.87,-283.28,-22.931,145.57,-251.57,-42.02,113.82,-264.84
175.88,24.973,-272.97,-36.269,104.4,-281.91,-35.638,118.94,-249.53,-51.748,86.359,-263.36
171.84,14.038,-272.28,-45.907,74.729,-279.06,-46.782,89.288,-246.55,-59.804,55.706,-260.81
169.66,2.31,-271.79,-53.288,43.055,-276.07,-55.524,57.19,-243.34,-65.345,22.977,-257.5
168.74,-10.815,-269.88,-57.753,9.912,-273.69,-61.249,23.807,-240.12,-67.965,-11.153,-254.74
168.16,-23.891,-268.08,-59.025,-23.665,-270.37,-63.488,-10.158,-236.11,-67.067,-45.742,-251.46
168.31,-36.047,-267.18,-57.158,-56.457,-266.23,-62.297,-44.08,-231.7,-62.766,-79.548,-247.5
170.4,-48.172,-266.22,-52.127,-88.495,-262.9,-58.093,-77.449,-228.14,-55.343,-112.35,-243.46
173.4,-58.839,-264.71,-44.711,-118.73,-259.84,-51.302,-109.15,-224.76,-45.553,-143.46,-239.79
176.53,-68.67,-263.39,-35.887,-145.72,-256.88,-42.609,-137.67,-220.88,-34.595,-170.82,-236.75
179.86,-77.662,-262.62,-26.374,-168.87,-254,-32.707,-162.43,-217.67,-22.323,-194.6,-233.24
183.64,-84.392,-261.85,-16.472,-189.04,-251.13,-22.403,-183.88,-214.89,-10.173,-215.2,-230.22
187.71,-89.639,-260.94,-7.073,-205.38,-248.49,-12.296,-201.54,-212.35,1.567,-232.19,-227.18
190.35,-94.708,-260.34,0.363,-216.39,-246.5,-3.898,-214.72,-210.51,11.646,-244.06,-224.67
192.19,-98.273,-259.75,5.336,-224.41,-244.86,2.804,-223.42,-208.74,18.206,-252.69,-222.97
193.65,-99.153,-259.26,8.922,-229.97,-242.85,6.388,-229.17,-207.74,22.95,-258.05,-220.9
194.21,-99.076,-258.79,10.207,-230.37,-241.64,7.696,-230.64,-206.95,24.082,-259.01,-219.95
193.09,-98.539,-258.88,7.864,-227.15,-242.42,5.671,-227.13,-207.14,21.685,-256.01,-220.58
191.58,-96.442,-259.43,3.612,-222.15,-243.43,1.256,-221.14,-207.61,16.668,-250.54,-221.31
189.3,-92.916,-259.93,-2.259,-212.77,-244.24,-4.888,-212.07,-209.36,9.719,-241.31,-222.6
185.88,-88.02,-260.49,-10.324,-198.96,-246.84,-12.983,-199.06,-212.55,0.709,-228.61,-225.12
182.67,-81.817,-261.35,-19.813,-182.77,-250.67,-22.189,-182.38,-216.17,-10.043,-213.33,-228.59
179.34,-74.714,-262.41,-28.977,-163.44,-253.5,-31.678,-162.8,-219.85,-20.936,-194.76,-231.55
175.81,-67.164,-263.63,-37.794,-140.53,-256.78,-41.143,-139.8,-223.54,-32.58,-172.5,-235.05
172.65,-57.822,-265.09,-46.032,-114.66,-260.42,-49.708,-113.48,-227.18,-43.966,-146.71,-239.31
170.18,-47.204,-266.36,-52.728,-87.074,-264.38,-56.956,-85.033,-231.11,-53.455,-119.06,-243.2
168.6,-35.94,-267.34,-57.146,-57.524,-267.88,-61.664,-54.866,-234.65,-60.787,-89.602,-247.02
168.01,-24.475,-268.9,-58.977,-26.663,-270.29,-63.746,-24.121,-237.75,-65.894,-58.403,-250.02
168.19,-13.212,-269.9,-58.172,4.007,-272.39,-62.954,6.323,-240.33,-67.908,-27.27,-252.85
169.14,-2.103,-270.36,-54.737,33.837,-274.82,-59.511,36.054,-242.72,-67.521,2.925,-255.54
171.08,9.157,-271.36,-49.135,62.455,-276.78,-53.816,65.03,-244.42,-64.542,32.797,-257.3
173.63,19.855,-272.36,-41.872,88.933,-277.75,-46.016,92.116,-245.34,-59.182,60.759,-258.42
176.96,28.614,-272.75,-33.219,112.64,-279.17,-36.932,116.63,-246.39,-52.485,86.197,-259.87
180.29,35.554,-272.57,-23.928,133.66,-280.92,-27.038,138.36,-247.71,-44.741,108.56,-261.61
183.13,42.212,-273.15,-15.296,150.17,-281.65,-17.359,156.49,-248.5,-36.753,127.25,-262.45
185.59,47.884,-273.95,-7.536,163.48,-281.59,-8.527,171.38,-249.2,-29.414,142.4,-262.77
188.49,51.292,-273.95,-1.172,174.14,-282.85,-0.721,183.66,-249.84,-22.951,154.59,-263.33
189.86,53.259,-273.67,3.245,180.93,-283.35,4.837,191.59,-250.53,-18.08,163.1,-263.99
190.65,54.88,-273.88,5.458,183.68,-283.8,8.147,195.72,-250.78,-15.198,167.74,-264.2
190.37,54.663,-274.23,5.222,183.26,-283.9,8.871,196.59,-250.68,-14.734,168.47,-264.38
189.5,53.313,-274.27,2.872,180.28,-284.03,6.664,193.94,-250.86,-16.482,165.65,-264.48
188.22,51.033,-274.39,-1.411,173.85,-284.22,1.92,187.07,-250.95,-20.691,158.22,-264.58
185.96,47.348,-274.21,-7.46,163.99,-284.29,-4.896,176.58,-250.9,-26.653,146.95,-264.67
183.35,42.164,-273.83,-15.163,150.37,-283.83,-13.215,162.65,-250.66,-33.761,132.54,-264.53
180.09,36.064,-273.91,-23.987,133.31,-283.2,-23.007,145.64,-249.57,-41.444,114.67,-263.6
176.69,28.957,-273.5,-32.88,113.47,-281.95,-32.438,125.99,-248.44,-49.169,93.747,-262.26
174.13,20.195,-272.86,-41.04,91.202,-280.74,-41.498,103.41,-247.32,-56.16,70.275,-260.93
172.04,10.226,-271.94,-48.388,65.882,-279.17,-49.924,78.236,-245.54,-61.957,44.496,-259.67
169.57,0.066,-271.1,-54.028,38.907,-276.1,-56.525,51.171,-242.68,-65.951,16.649,-256.41
167.98,-10.218,-270.25,-57.655,10.857,-272.57,-60.997,22.877,-239.47,-67.539,-12.037,-253.36
167.69,-21.201,-268.8,-58.96,-18.126,-269.92,-62.95,-6.453,-236.19,-66.906,-42.033,-250.4
168.51,-32.48,-267.36,-58.011,-47.093,-267.33,-62.791,-35.971,-233.22,-63.812,-71.731,-247.19
169.44,-42.886,-266.5,-54.909,-74.418,-264.41,-59.962,-64.401,-229.48,-58.552,-100.05,-244.13
171.11,-51.927,-265.48,-49.799,-100.12,-261.59,-55.173,-92.002,-226.42,-51.012,-126.56,-240.82
173.69,-60.463,-264.61,-43.337,-124.42,-259.09,-48.857,-117.7,-223.29,-42.54,-151.22,-237.97
176.42,-68.885,-263.97,-36.275,-145.74,-256.54,-41.653,-140.1,-220.52,-33.193,-172.83,-235.17
178.93,-75.449,-262.86,-29.024,-163.51,-254.5,-33.903,-159.32,-218.36,-23.663,-191.83,-233.09
181.78,-79.912,-261.99,-21.971,-178.27,-252.41,-26.383,-175.58,-216.47,-14.675,-207.3,-230.8
183.87,-84.167,-261.68,-16.249,-189.33,-250.25,-19.84,-187.69,-214.94,-7.071,-218.97,-228.46
185.51,-87.879,-261.31,-11.997,-196.97,-248.47,-15.006,-196.08,-213.53,-1.478,-226.76,-226.93
186.78,-89.277,-260.9,-8.946,-202.11,-247.06,-12.003,-201.3,-212.54,2.162,-231.93,-225.34
186.86,-89.363,-260.43,-7.978,-203.42,-246.23,-11.26,-203.1,-211.7,3.014,-233.25,-224.29
186.05,-88.842,-260.43,-9.427,-200.48,-245.52,-12.378,-200.1,-211.3,1.48,-230.6,-224.07
185.23,-86.924,-260.43,-12.715,-195.04,-246.14,-15.246,-194.65,-211.53,-2.352,-225.17,-224.81
183.87,-83.563,-260.44,-17.24,-187.49,-247.61,-19.841,-186.78,-212.49,-7.264,-217.86,-225.48
181.45,-79.424,-261.15,-23.055,-176.18,-249.05,-25.882,-175.29,-214.45,-14.32,-206.66,-227.08
178.83,-74.593,-262.14,-29.921,-160.82,-251.09,-32.702,-160.12,-216.78,-22.652,-191.93,-229.25
176.34,-67.806,-262.77,-36.77,-143.42,-254.03,-39.765,-142.44,-219.62,-31.422,-175.01,-232.17
173.85,-60.444,-263.77,-43.638,-123.72,-257.51,-46.96,-122.22,-223.32,-40.165,-155.62,-235.41
171.72,-52.963,-265.13,-49.558,-101.63,-260.88,-53.33,-99.477,-226.67,-48.806,-133.57,-239.09
169.88,-43.637,-266.76,-54.399,-76.948,-264.13,-58.515,-74.663,-230.41,-55.847,-109.13,-242.56
168.19,-33.161,-267.76,-57.548,-51.183,-267.58,-62.013,-48.703,-234.23,-61.981,-83.207,-246.45
167.83,-23.95,-268.75,-59.049,-24.933,-270.81,-63.541,-22.175,-237.66,-65.973,-56.575,-250.24
168.47,-14.258,-269.89,-58.398,1.537,-273.23,-62.955,4.286,-240.61,-67.741,-29.601,-252.94
169.07,-3.715,-270.87,-55.846,27.609,-274.58,-60.228,30.458,-242.78,-67.599,-3.081,-255.22
170.07,5.632,-271.09,-51.382,52.558,-276.5,-55.653,55.765,-244.41,-65.53,22.801,-257.03
172.28,13.895,-271.92,-45.702,75.579,-277.67,-49.736,79.261,-244.84,-61.738,47.22,-257.84
174.76,22.154,-272.7,-39.385,96.332,-278.23,-42.951,100.72,-244.99,-57.02,69.359,-258.67
